,lat,long,async_cluster,async_congest_cluster
1513,29.853599,-97.956728,770,468
1514,29.84383,-97.967646,770,468
1515,29.852997,-97.948412,848,106
1516,29.859231,-97.95031,770,448
1517,29.865634,-97.943201,1403,448
1518,29.854864,-97.939497,1326,130
1519,29.863038,-97.945704,845,1728
1520,29.865021,-97.943426,845,1803
1521,29.856628,-97.939361,1326,130
1522,29.876116,-97.943103,1064,183
1523,29.869203,-97.940235,1955,1089
1524,29.872973,-97.939549,403,1989
1525,29.87758,-97.945016,135,953
1526,29.879629,-97.94301,135,426
1527,29.876869,-97.944064,1064,183
1528,29.881903,-97.943378,1954,1425
1529,29.883538,-97.943689,1423,439
1530,29.882495,-97.943449,1746,712
1531,29.845758,-97.940197,1196,1922
1532,29.854604,-97.930246,78,1928
1533,29.860255,-97.940449,845,1803
1534,29.862253,-97.944222,845,1728
1535,29.866176,-97.943259,1955,1089
1536,29.865091,-97.944442,1955,1089
1537,29.866953,-97.941952,107,1954
1538,29.861566,-97.948009,107,1954
1539,29.849604,-97.924394,78,96
1540,29.882041,-97.945704,1746,326
1541,29.823166,-97.952518,1619,1444
1542,29.839462,-97.971821,519,696
1543,29.844947,-97.959837,231,1971
1544,29.839028,-97.953008,974,1971
1545,29.846832,-97.964546,1895,523
1546,29.842668,-97.968462,519,696
1547,29.844076,-97.967651,1280,1415
1548,29.843249,-97.968908,304,1415
1549,29.862841,-97.959953,456,997
1550,29.861112,-97.957928,456,997
1551,29.874544,-97.955576,623,1154
1552,29.868395,-97.961723,623,571
1553,29.867764,-97.961879,456,1961
1554,29.87309,-97.9555,976,571
1555,29.876557,-97.957934,868,1277
1556,29.880121,-97.961806,1796,1066
1557,29.857091,-97.969138,427,850
1558,29.859917,-97.966063,427,113
1559,29.865419,-97.962971,456,1961
1560,29.881201,-97.962979,1796,47
1561,29.856668,-97.952744,848,106
1562,29.858371,-97.950815,848,106
1563,29.858727,-97.955116,1008,1868
1564,29.858642,-97.951706,1008,1868
1565,29.857214,-97.953331,1008,1868
1566,29.860948,-97.947894,845,1728
1567,29.857198,-97.952916,1895,1954
1568,29.862274,-97.947591,1895,1089
1569,29.874772,-97.955843,868,1277
1570,29.880348,-97.950762,80,1277
1571,29.880895,-97.949407,80,692
1572,29.877075,-97.951105,558,1003
1573,29.87622,-97.952048,1855,1003
1574,29.877722,-97.950392,558,953
1575,29.873806,-97.95471,1855,1154
1576,29.879877,-97.94805,214,953
1577,29.878314,-97.94591,214,953
1578,29.880721,-97.949175,80,346
1579,29.882637,-97.946433,1746,326
1580,29.880975,-97.946805,334,346
1581,29.880625,-97.947202,214,1425
1582,29.882953,-97.946819,1811,326
1583,29.881193,-97.949803,80,692
1584,29.883234,-97.94931,334,1170
1585,29.841662,-97.936114,401,1922
1586,29.834243,-97.928599,401,1922
1587,29.83758,-97.921594,401,1838
1588,29.847286,-97.941906,231,1922
1589,29.845039,-97.918815,78,96
1590,29.868707,-97.939662,1403,223
1591,29.866108,-97.94225,845,448
1592,29.868541,-97.938929,810,1281
1593,29.867505,-97.938735,810,1281
1594,29.870902,-97.936456,1357,461
1595,29.867945,-97.935361,1357,445
1596,29.868963,-97.931929,1357,101
1597,29.866739,-97.942596,1955,1089
1598,29.868758,-97.939972,107,1954
1599,29.876506,-97.929006,1692,384
1600,29.878542,-97.926102,1692,320
1601,29.88122,-97.92453,1248,877
1602,29.856022,-97.931812,1326,1928
1603,29.869094,-97.925668,79,329
1604,29.872084,-97.91934,438,1754
1605,29.871191,-97.918273,438,898
1606,29.870111,-97.928014,79,384
1607,29.874672,-97.9286,79,384
1608,29.87846,-97.927101,1248,538
1609,29.876501,-97.929761,1780,538
1610,29.879317,-97.926499,1248,538
1611,29.877335,-97.929068,1773,1958
1612,29.880004,-97.924818,782,67
1613,29.87679,-97.928989,782,534
1614,29.857879,-97.933204,1326,1197
1615,29.859559,-97.939136,1337,1241
1616,29.86196,-97.938952,1337,772
1617,29.859356,-97.938419,1065,1241
1618,29.860462,-97.935727,1065,1197
1619,29.85872,-97.934025,1569,1197
1620,29.859132,-97.93763,1065,1241
1621,29.866104,-97.937439,1324,445
1622,29.862164,-97.937389,1324,1422
1623,29.857033,-97.93933,1337,130
1624,29.865529,-97.938682,1337,1557
1625,29.865203,-97.938703,1337,371
1626,29.863338,-97.937733,1324,371
1627,29.866078,-97.938666,810,1557
1628,29.872465,-97.934293,1692,461
1629,29.876948,-97.935627,975,656
1630,29.874456,-97.934677,975,116
1631,29.876274,-97.939969,367,1283
1632,29.875412,-97.93981,367,416
1633,29.876448,-97.9387,367,416
1634,29.875464,-97.938568,367,416
1635,29.877058,-97.934952,1524,656
1636,29.872558,-97.935146,1780,538
1637,29.871952,-97.936352,1780,1998
1638,29.873279,-97.934553,1773,1958
1639,29.874938,-97.934728,1524,502
1640,29.879132,-97.936033,1524,656
1641,29.883692,-97.935194,1639,1282
1642,29.871325,-97.936415,1403,534
1643,29.87528,-97.931813,1773,1958
1644,29.871376,-97.939427,1385,1998
1645,29.871593,-97.939456,1385,1989
1646,29.870143,-97.939265,810,1998
1647,29.869401,-97.940087,1385,1998
1648,29.874302,-97.93838,975,116
1649,29.874166,-97.939576,403,1989
1650,29.873541,-97.939562,403,1989
1651,29.870384,-97.937174,1403,461
1652,29.88011,-97.939989,367,5
1653,29.880182,-97.939324,367,5
1654,29.88144,-97.943323,1954,426
1655,29.879804,-97.942005,1954,426
1656,29.882041,-97.941035,1722,1732
1657,29.880037,-97.940663,367,1283
1658,29.88177,-97.939579,1988,1732
1659,29.88305,-97.939784,1622,1202
1660,29.880724,-97.93681,596,1905
1661,29.882252,-97.939656,1988,1732
1662,29.879754,-97.942292,135,426
1663,29.878688,-97.940413,367,1283
1664,29.88265,-97.942749,1746,712
1665,29.882348,-97.941092,1722,712
1666,29.882869,-97.941188,1722,1706
1667,29.882698,-97.942407,1722,1706
1668,29.882965,-97.940445,1737,1227
1669,29.876883,-97.936028,975,656
1670,29.877932,-97.938963,367,5
1671,29.883228,-97.938129,1292,1905
1672,29.882553,-97.937165,596,1905
1673,29.877473,-97.932861,1373,1589
1674,29.878668,-97.930725,1373,1864
1675,29.877842,-97.929681,942,1864
1676,29.882305,-97.931934,1733,1282
1677,29.88393,-97.933255,1733,1282
1678,29.879275,-97.918292,1198,303
1679,29.88104,-97.920099,1507,303
1680,29.881947,-97.92016,1507,303
1681,29.882011,-97.917562,960,303
1682,29.877475,-97.916194,1198,1754
1683,29.873535,-97.921075,1198,1754
1684,29.872239,-97.922415,79,329
1685,29.880316,-97.923785,782,320
1686,29.881773,-97.923014,1248,538
1687,29.87959,-97.913879,1198,293
1688,29.852885,-97.898439,560,1647
1689,29.869256,-97.89591,1621,1762
1690,29.870444,-97.895752,1150,1762
1691,29.878486,-97.901872,1914,554
1692,29.87339,-97.900478,1150,1232
1693,30.131698,-98.010044,562,1011
1694,30.147484,-97.983461,562,1590
1695,30.152035,-97.971907,1704,525
1696,29.971708,-97.787475,330,221
1697,29.963481,-97.777722,330,1787
1698,30.008939,-97.764874,578,1031
1699,30.027667,-97.785745,1235,870
1700,30.033957,-97.778844,1235,1781
1701,30.013464,-97.769916,578,1031
1702,30.113119,-97.784722,328,521
1703,30.116689,-97.781607,1271,521
1704,30.113119,-97.782165,1708,521
1705,30.101967,-97.759692,1708,1148
1706,30.148253,-97.854836,539,1561
1707,30.145025,-97.852244,539,1070
1708,30.149554,-97.832825,378,708
1709,30.140349,-97.832826,264,931
1710,30.146979,-97.794565,424,1620
1711,30.140553,-97.797024,424,1620
1712,30.148136,-97.793388,1448,1620
1713,30.13889,-97.796827,1448,1620
1714,30.149231,-97.79128,1561,1462
1715,30.144042,-97.793174,1561,1462
1716,30.155776,-97.790058,1590,1462
1717,30.145684,-97.793334,832,1462
1718,30.164578,-97.77902,1130,593
1719,30.166859,-97.784401,1668,593
1720,30.17234,-97.782741,1650,1661
1721,30.178169,-97.778888,1650,869
1722,30.178354,-97.779637,468,1138
1723,30.204722,-97.774484,1038,510
1724,30.227454,-97.779953,1360,867
1725,30.227656,-97.778749,1360,20
1726,30.227437,-97.779343,1360,1931
1727,30.230105,-97.788895,588,20
1728,30.26528,-97.784538,815,143
1729,30.267711,-97.779086,815,143
1730,30.265256,-97.783519,1792,895
1731,30.267761,-97.778362,1792,1672
1732,30.26533,-97.782286,509,1623
1733,30.266689,-97.779575,1522,1623
1734,30.268797,-97.777774,1522,97
1735,30.267535,-97.771498,1207,1318
1736,30.325587,-97.779934,1999,1999
1737,30.311853,-97.782363,1973,1999
1738,30.341,-97.77894,962,792
1739,30.341546,-97.781731,1078,1776
1740,30.399031,-97.782486,1656,1075
1741,30.392306,-97.777798,1656,1075
1742,29.95748,-97.786545,330,221
1743,30.044544,-97.794242,1235,1781
1744,30.061135,-97.780788,473,671
1745,30.085718,-97.767393,511,1148
1746,30.092449,-97.781509,511,1760
1747,30.145501,-97.765776,597,1158
1748,30.14972,-97.766207,597,593
1749,30.153347,-97.711128,1476,348
1750,30.158266,-97.681272,1917,677
1751,30.137567,-97.584342,1804,127
1752,30.147217,-97.577793,1804,1078
1753,30.140648,-97.567176,1804,1078
1754,30.159513,-97.555305,1053,1721
1755,30.158348,-97.776137,1130,593
1756,30.157205,-97.781488,1243,593
1757,30.172017,-97.783811,468,1138
1758,30.179544,-97.782873,102,487
1759,30.18261,-97.774018,1010,15
1760,30.171832,-97.781082,1010,593
1761,30.183546,-97.77423,220,934
1762,30.17127,-97.782507,220,934
1763,30.187451,-97.780446,102,566
1764,30.192997,-97.778594,1451,1077
1765,30.194254,-97.78212,1451,84
1766,30.188994,-97.77993,867,1077
1767,30.206957,-97.778439,1038,602
1768,30.208275,-97.781155,1947,602
1769,30.211058,-97.778963,124,602
1770,30.210002,-97.779795,124,602
1771,30.154302,-97.735082,1367,150
1772,30.142173,-97.728856,1358,663
1773,30.22782,-97.774012,1339,1930
1774,30.227927,-97.780151,1339,605
1775,30.246641,-97.777001,1616,1960
1776,30.244055,-97.781187,1567,74
1777,30.257205,-97.7808,1074,1414
1778,30.247075,-97.784821,1074,1414
1779,30.260413,-97.770657,599,1318
1780,30.267311,-97.780537,660,143
1781,30.145195,-97.699584,1476,348
1782,30.149434,-97.696636,1917,1084
1783,30.143977,-97.69652,1917,281
1784,30.152491,-97.670395,150,677
1785,30.145534,-97.673128,1251,1347
1786,30.153362,-97.668847,150,882
1787,30.153831,-97.639306,150,882
1788,30.283155,-97.776483,1691,1178
1789,30.288501,-97.78036,1691,777
1790,30.293797,-97.783106,635,358
1791,30.295908,-97.783359,1240,1340
1792,30.357981,-97.785307,1239,680
1793,30.38252,-97.771031,1469,1413
1794,30.146457,-97.624194,1026,1638
1795,30.294852,-97.781125,507,1340
1796,30.291665,-97.774304,635,358
1797,30.297507,-97.780138,507,1639
1798,30.300641,-97.775754,1648,1639
1799,30.228138,-97.778887,65,699
1800,30.228226,-97.781444,65,311
1801,30.223421,-97.781914,1360,1307
1802,30.14862,-97.807197,1635,1740
1803,30.144604,-97.808804,1993,931
1804,29.891123,-97.914054,659,67
1805,29.896446,-97.909096,659,722
1806,29.893021,-97.911456,794,965
1807,29.895908,-97.909218,1637,965
1808,29.896952,-97.909541,484,473
1809,29.904764,-97.912,1571,1497
1810,29.915818,-97.910772,1217,1497
1811,29.918339,-97.90818,1217,1625
1812,29.956683,-97.903285,1427,657
1813,30.028014,-97.910045,1885,989
1814,29.893886,-97.912702,484,1737
1815,29.900771,-97.905448,1455,1549
1816,29.894057,-97.911678,1455,1549
1817,30.016504,-97.897091,489,989
1818,29.990932,-97.892708,1670,526
1819,29.966324,-97.926509,1778,526
1820,30.011987,-97.891282,489,412
1821,30.020791,-97.889466,87,412
1822,30.014425,-97.859689,1317,1305
1823,30.019364,-97.856183,1664,1305
1824,30.028356,-97.854691,1075,263
1825,30.014248,-97.85921,1322,1165
1826,30.019858,-97.855075,1289,1377
1827,30.016986,-97.847265,5,1377
1828,30.014363,-97.812917,1288,1031
1829,30.01829,-97.80929,5,870
1830,30.028376,-97.926097,1885,1788
1831,30.015748,-97.859108,1745,1140
1832,30.00581,-97.865017,671,522
1833,30.004704,-97.82677,5,1972
1834,30.095394,-97.895715,118,472
1835,30.09644,-97.930063,614,1710
1836,30.018492,-97.871239,1450,294
1837,29.89864,-97.973549,1883,590
1838,29.925388,-97.947524,631,1168
1839,29.956176,-97.969228,1478,1168
1840,29.937726,-97.932325,1778,526
1841,29.969026,-97.989404,32,1168
1842,29.900238,-97.982998,349,590
1843,29.983412,-98.00407,32,1168
1844,29.888059,-97.942108,324,1558
1845,29.892343,-97.941204,164,1944
1846,29.884842,-97.943001,1555,1799
1847,29.886138,-97.944191,1594,1799
1848,29.887377,-97.944393,324,1799
1849,29.891347,-97.941083,164,408
1850,29.892214,-97.944405,934,1558
1851,29.894504,-97.942072,642,1944
1852,29.896304,-97.944082,642,1944
1853,29.896828,-97.94477,642,1022
1854,29.90526,-97.929784,348,123
1855,29.917193,-97.933274,1655,1625
1856,29.921256,-97.93543,1655,1625
1857,29.887756,-97.961289,475,91
1858,29.891718,-97.95702,475,36
1859,29.896152,-97.964475,1883,1869
1860,29.900516,-97.958233,1883,1869
1861,29.896785,-97.948392,1752,512
1862,29.898021,-97.947013,695,1022
1863,29.888057,-97.951664,915,578
1864,29.889125,-97.950476,398,578
1865,29.890261,-97.951863,76,676
1866,29.895617,-97.949694,76,512
1867,29.893969,-97.951532,76,512
1868,29.891572,-97.953462,76,512
1869,29.889994,-97.95523,475,36
1870,29.890985,-97.952746,76,462
1871,29.888145,-97.945395,398,1493
1872,29.888858,-97.946341,934,1493
1873,29.890193,-97.947309,934,578
1874,29.897713,-97.947357,1752,1022
1875,29.888328,-97.93012,709,897
1876,29.885608,-97.926853,382,782
1877,29.89445,-97.923727,159,123
1878,29.900543,-97.926663,348,123
1879,29.891716,-97.926737,1887,393
1880,29.889409,-97.931367,155,393
1881,29.891985,-97.926032,1887,393
1882,29.89425,-97.928245,1887,351
1883,29.898973,-97.918589,688,990
1884,29.903718,-97.91319,1571,1008
1885,29.892871,-97.941268,164,1944
1886,29.889904,-97.935206,155,152
1887,29.891224,-97.936081,1564,408
1888,29.894618,-97.935685,1564,1944
1889,29.896258,-97.936477,1564,351
1890,29.888698,-97.934407,155,152
1891,29.887445,-97.935513,1361,177
1892,29.89017,-97.935888,1815,152
1893,29.888847,-97.933304,155,152
1894,29.895579,-97.932475,1041,351
1895,29.897822,-97.938325,1041,351
1896,29.885398,-97.93914,287,909
1897,29.88764,-97.939234,36,1520
1898,29.888443,-97.940612,293,1520
1899,29.890831,-97.940999,164,408
1900,29.887845,-97.93802,36,408
1901,29.89031,-97.936246,1815,408
1902,29.886562,-97.941802,590,1112
1903,29.885175,-97.940808,1737,1112
1904,29.886157,-97.940243,55,1520
1905,29.886604,-97.940314,293,1520
1906,29.888282,-97.941299,324,1558
1907,29.887342,-97.941936,590,1799
1908,29.88561,-97.937555,287,1099
1909,29.886856,-97.937814,287,1099
1910,29.885949,-97.936406,1361,177
1911,29.8872,-97.937886,1361,1099
1912,29.885461,-97.938676,287,1099
1913,29.889151,-97.93708,36,408
1914,29.895984,-97.941451,1564,1944
1915,29.887415,-97.923324,1035,1649
1916,29.891811,-97.918543,1468,1649
1917,29.896415,-97.921533,348,123
1918,29.88842,-97.917542,1654,1137
1919,29.892288,-97.922507,1468,53
1920,29.892966,-97.915739,943,414
1921,29.892884,-97.917288,943,53
1922,29.891351,-97.913416,794,965
1923,29.892317,-97.921909,943,53
1924,29.893086,-97.91346,484,1737
1925,29.891997,-97.914136,1654,1137
1926,29.891126,-97.914385,1455,1137
1927,29.885393,-97.925649,1015,782
1928,29.886585,-97.924278,1035,559
1929,29.890532,-97.915493,1654,1137
1930,29.887113,-97.917196,602,175
1931,29.896288,-97.915415,688,990
1932,30.03879,-97.948547,614,1788
1933,30.047178,-97.988048,1707,1285
1934,30.044053,-97.964363,614,1788
1935,30.084815,-98.013181,1720,1375
1936,30.075656,-98.001528,1720,1375
1937,30.12097,-97.966499,1704,1011
1938,30.068102,-97.95782,614,1710
1939,30.059516,-97.989525,1707,1375
1940,30.117416,-98.027066,1720,1375
1941,30.124197,-98.031112,1720,1346
1942,30.131151,-98.015189,562,1875
1943,30.12078,-97.957285,1704,1369
1944,29.938037,-97.893994,1427,657
1945,29.950238,-97.884295,935,1103
1946,29.94924,-97.87881,233,1215
1947,29.950177,-97.878941,89,747
1948,29.957876,-97.876596,429,1215
1949,29.915845,-97.848869,1584,1417
1950,29.926522,-97.83059,545,1417
1951,29.947856,-97.880945,935,1103
1952,29.942481,-97.882516,89,1608
1953,29.95831,-97.877762,935,1103
1954,29.959461,-97.877099,1766,1103
1955,29.947617,-97.880283,1766,821
1956,29.94602,-97.844755,339,832
1957,29.987605,-97.836644,490,830
1958,29.997898,-97.850285,1509,1591
1959,29.992531,-97.842281,490,1591
1960,29.940408,-97.846714,339,832
1961,29.942311,-97.82705,750,863
1962,29.952679,-97.837463,750,4
1963,29.955021,-97.83949,750,4
1964,29.963873,-97.849113,1990,1351
1965,29.941387,-97.80234,1819,1144
1966,29.953695,-97.808346,1819,682
1967,29.944065,-97.798207,1819,682
1968,29.914969,-97.896677,1174,1482
1969,29.925772,-97.891058,1264,1482
1970,29.916378,-97.895242,1174,1206
1971,29.922265,-97.892317,1174,655
1972,29.893323,-97.88093,1341,1441
1973,29.90875,-97.859715,1584,347
1974,29.916639,-97.878747,1777,347
1975,29.918328,-97.876762,1472,1090
1976,29.917495,-97.895689,91,1752
1977,29.910342,-97.899412,91,1752
1978,29.9187,-97.895591,91,842
1979,29.946666,-97.879885,233,918
1980,29.928819,-97.864431,1472,1327
1981,29.92182,-97.856035,329,1327
1982,29.899395,-97.905689,1637,880
1983,29.901008,-97.904288,1637,880
1984,29.900499,-97.905254,659,722
1985,29.903743,-97.902465,1364,722
1986,29.895047,-97.899234,1609,32
1987,29.900391,-97.889634,1732,633
1988,29.902267,-97.90481,702,1549
1989,29.900165,-97.906472,702,1549
1990,29.902384,-97.904131,1455,1752
1991,29.894185,-97.900996,1609,1801
1992,29.895378,-97.904373,1637,1801
1993,29.902694,-97.902857,1637,1206
1994,29.906661,-97.900582,1364,1206
1995,29.909831,-97.900124,91,1497
1996,29.907766,-97.900401,1364,1482
1997,29.932,-97.888354,961,821
1998,29.932101,-97.888748,923,243
1999,29.93194,-97.88714,1060,1608
2000,29.942942,-97.88172,233,1608
2001,29.943195,-97.882564,1766,821
2002,29.944055,-97.88247,1766,243
2003,29.926976,-97.86222,329,1327
2004,29.967815,-97.875762,1444,1874
2005,29.969687,-97.89606,1389,1702
2006,29.980784,-97.89222,1670,1702
2007,29.988604,-97.877025,1504,567
2008,29.98734,-97.881341,784,1782
2009,29.980893,-97.88974,916,1874
2010,29.991005,-97.87655,305,1068
2011,29.998405,-97.875004,1910,1025
2012,29.955968,-97.877251,89,747
2013,29.960048,-97.877361,1444,1874
2014,29.961741,-97.879345,901,1702
2015,29.977884,-97.8736,555,1355
2016,29.983903,-97.872529,555,1355
2017,29.980909,-97.869032,1990,738
2018,29.989237,-97.881134,784,1782
2019,29.98842,-97.874175,222,1394
2020,29.979466,-97.874473,990,423
2021,29.984511,-97.872966,1783,1942
2022,29.976854,-97.873979,1783,747
2023,29.984943,-97.873281,1808,423
2024,29.978504,-97.874173,1808,423
2025,29.995007,-97.875758,1910,1025
2026,29.993397,-97.880581,305,1068
2027,29.98998,-97.859024,1509,807
2028,29.97571,-97.893847,1389,1702
2029,29.991391,-97.883102,489,412
2030,29.990351,-97.888739,1670,526
2031,29.98995,-97.885996,489,1782
2032,29.989498,-97.882908,784,1782
2033,29.964168,-97.87511,429,1215
2034,29.968051,-97.874544,429,1215
2035,29.967861,-97.875366,1971,423
2036,29.962752,-97.87637,1971,1103
2037,29.96523,-97.875565,1783,747
2038,29.971791,-97.858385,1990,738
2039,29.973956,-97.874605,1971,423
2040,29.973379,-97.87508,990,1874
2041,29.999674,-97.872733,1910,1025
2042,29.994143,-97.870195,555,1394
2043,29.999144,-97.868018,1317,332
2044,29.99763,-97.86942,1783,1942
2045,29.999883,-97.868179,1317,332
2046,30.004292,-97.856041,1509,1165
2047,29.999739,-97.86852,671,1100
2048,29.998763,-97.869521,671,1100
2049,30.003548,-97.866759,671,522
2050,30.005121,-97.865053,1317,332
2051,30.009416,-97.862153,1787,1165
2052,30.012584,-97.860204,1322,1165
2053,30.013012,-97.861302,1450,319
2054,30.007356,-97.864561,671,522
2055,29.988217,-97.872226,1783,1942
2056,29.988055,-97.871805,555,1394
2057,29.988493,-97.87533,222,567
2058,29.992077,-97.873158,222,1100
2059,30.005926,-97.864224,1787,332
2060,29.934329,-97.81764,545,1704
2061,29.968192,-97.82357,1059,1854
2062,29.95593,-97.810699,1059,682
2063,29.971545,-97.818273,1059,830
2064,29.976888,-97.808745,1059,1018
2065,29.989278,-97.80845,1288,221
2066,29.993819,-97.813678,1288,1972
2067,29.984568,-97.817677,1059,80
2068,29.961303,-97.832749,750,1854
2069,29.99912,-97.834605,5,80
2070,30.000962,-97.821896,1288,1972
2071,29.965926,-97.795661,330,1018
2072,29.964911,-97.794449,330,221
2073,30.0323,-97.847014,1664,980
2074,30.041811,-97.842152,1290,980
2075,30.032835,-97.846357,1132,1913
2076,30.035577,-97.844714,1132,1913
2077,30.035737,-97.846154,1075,1913
2078,30.056751,-97.844468,1095,673
2079,30.079887,-97.874335,626,1916
2080,30.085233,-97.874376,1068,1935
2081,30.057411,-97.859417,1712,673
2082,30.057888,-97.844172,251,673
2083,30.085233,-97.849017,1068,1935
2084,30.071266,-97.84389,209,419
2085,30.038451,-97.84427,1095,756
2086,30.032572,-97.847181,1075,756
2087,30.040561,-97.843567,1095,1687
2088,30.078846,-97.843981,16,132
2089,30.081515,-97.842408,16,734
2090,30.072526,-97.855312,1712,1916
2091,30.087256,-97.830648,16,734
2092,30.07893,-97.823356,840,1890
2093,30.08137,-97.821978,1844,1522
2094,30.070274,-97.810744,14,854
2095,30.094569,-97.810998,194,854
2096,30.084451,-97.781297,473,671
2097,30.086583,-97.848656,343,734
2098,30.081757,-97.823239,692,626
2099,30.079485,-97.824447,470,626
2100,30.08252,-97.822475,692,1297
2101,30.076016,-97.825784,692,1297
2102,30.082232,-97.822216,1844,1522
2103,30.077746,-97.824566,1844,505
2104,30.092478,-97.848376,343,658
2105,30.141052,-97.839895,566,1070
2106,30.140901,-97.846645,566,1070
2107,30.042635,-97.884639,1645,1457
2108,30.049961,-97.874437,726,1457
2109,30.02744,-97.88916,87,263
2110,30.027821,-97.874967,446,263
2111,30.034703,-97.874957,1180,1457
2112,30.019116,-97.899698,1885,989
2113,30.021271,-97.854719,1664,1305
2114,30.029776,-97.848174,1289,1913
2115,30.029759,-97.849023,1745,634
2116,30.02232,-97.853646,1289,1377
2117,30.022693,-97.854123,1745,634
2118,30.01694,-97.858252,1745,1140
2119,30.068251,-97.873629,626,1916
2120,30.104231,-97.874942,118,630
2121,30.092148,-97.874553,66,630
2122,30.097269,-97.874777,118,630
2123,30.095573,-97.891498,118,472
2124,30.114723,-97.874813,118,630
2125,30.124805,-97.862555,634,1767
2126,30.100671,-97.848911,343,1935
2127,30.100605,-97.860949,343,1935
2128,30.117934,-97.872072,634,1767
2129,30.048613,-97.838751,1290,980
2130,30.044463,-97.840432,1290,79
2131,30.04977,-97.837808,1793,79
2132,30.030178,-97.8244,1132,888
2133,30.024867,-97.789988,1235,870
2134,30.058252,-97.821052,14,536
2135,30.046184,-97.80319,1132,536
2136,30.0519,-97.838021,1563,1687
2137,30.046293,-97.840771,1563,1687
2138,30.050612,-97.838215,1956,979
2139,30.046387,-97.840289,1956,979
2140,30.058509,-97.803453,473,1652
2141,30.071613,-97.821368,14,854
2142,30.039995,-97.842572,1290,79
2143,30.04291,-97.842069,1095,756
2144,30.041884,-97.842901,1095,1687
2145,30.066202,-97.843692,209,419
2146,30.058164,-97.833704,1793,1537
2147,30.062222,-97.831705,1793,1537
2148,30.070839,-97.827419,1793,1537
2149,30.057803,-97.840129,251,1666
2150,30.07068,-97.828798,470,419
2151,30.07683,-97.834637,207,132
2152,30.077186,-97.82572,470,626
2153,30.065182,-97.821221,14,854
2154,30.062529,-97.832814,1563,1666
2155,30.07175,-97.82791,1956,1297
2156,30.062354,-97.832455,1956,979
2157,30.075844,-97.825589,840,505
2158,30.057454,-97.834413,1290,505
2159,30.057939,-97.836082,1563,1666
2160,30.076801,-97.835362,643,132
2161,30.077202,-97.824359,840,1890
2162,30.077346,-97.821442,840,1890
2163,30.06067,-97.804117,473,1652
2164,30.070329,-97.806658,473,619
2165,30.094963,-97.813585,372,1093
2166,30.099335,-97.811285,1607,1093
2167,30.098435,-97.81269,684,1522
2168,30.108909,-97.807884,1566,1019
2169,30.112057,-97.808283,1953,1926
2170,30.108447,-97.8089,92,810
2171,30.09896,-97.813399,56,875
2172,30.118369,-97.804675,1481,1843
2173,30.109649,-97.809274,92,858
2174,30.099359,-97.81391,1944,858
2175,30.114252,-97.804835,442,1677
2176,30.112147,-97.805531,1953,1926
2177,30.115732,-97.805049,1566,1019
2178,30.117582,-97.805905,1481,1843
2179,30.142797,-97.802155,1993,931
2180,30.140481,-97.822986,1338,931
2181,30.112819,-97.795296,328,1926
2182,30.088967,-97.819233,1005,1093
2183,30.097371,-97.814901,1944,858
2184,30.086778,-97.820047,56,875
2185,30.095201,-97.81455,684,1522
2186,30.088498,-97.817877,372,1093
2187,30.095267,-97.815648,1005,658
2188,30.08977,-97.817858,1844,1522
2189,30.094513,-97.794342,194,331
2190,30.100245,-97.781725,640,331
2191,30.109372,-97.806761,1607,1019
2192,30.112981,-97.792339,328,521
2193,30.130465,-97.798256,1129,1677
2194,30.129586,-97.799486,1345,1019
2195,30.136987,-97.798363,1129,1677
2196,30.126556,-97.802268,1481,1843
2197,30.138052,-97.796223,1345,1462
2198,30.138468,-97.795207,1345,1462
2199,30.129632,-97.800342,1448,1620
2200,30.13634,-97.796009,1129,1677
2201,30.141058,-97.7951,832,1462
2202,30.125677,-97.801787,1481,1843
2203,30.136175,-97.791399,1608,1691
2204,30.290398,-98.020961,276,529
2205,30.187541,-97.912924,203,1567
2206,30.182088,-97.89988,1369,1980
2207,30.203564,-97.915917,1759,1363
2208,30.218164,-97.894051,1759,1363
2209,30.234304,-97.910849,244,1584
2210,30.230046,-97.895393,930,117
2211,30.275312,-97.91381,1433,1054
2212,30.28033,-97.904212,1592,1054
2213,30.307708,-97.927441,1867,259
2214,30.307834,-97.892772,1057,259
2215,30.289788,-97.917446,1694,923
2216,30.181256,-97.90037,1195,1980
2217,30.186433,-97.913792,203,1567
2218,30.201796,-97.918388,1759,1363
2219,30.260021,-97.907067,1433,1798
2220,30.251859,-97.918722,394,1798
2221,30.282704,-97.876244,1592,1974
2222,30.2734,-97.862617,1881,1974
2223,30.284143,-97.875022,743,1974
2224,30.277539,-97.819556,43,1738
2225,30.27584,-97.815575,548,242
2226,30.283842,-97.824162,129,1791
2227,30.276482,-97.803384,117,594
2228,30.279916,-97.807103,1109,594
2229,30.262313,-97.888867,1592,1974
2230,30.386976,-97.903719,247,131
2231,30.281131,-97.842637,1414,717
2232,30.269707,-97.850778,1414,717
2233,30.274195,-97.812513,746,242
2234,30.272939,-97.798176,1576,1910
2235,30.215547,-98.02279,1591,606
2236,30.196676,-98.013609,1453,647
2237,30.179153,-97.965435,104,1663
2238,30.228909,-97.95054,936,994
2239,30.208494,-97.972777,1965,533
2240,30.215089,-97.964775,223,533
2241,30.196532,-97.997346,1981,647
2242,30.217079,-97.962868,532,174
2243,30.233343,-97.980853,532,124
2244,30.221726,-97.955777,532,174
2245,30.153427,-98.008778,1128,1590
2246,30.167389,-98.008567,1128,831
