time,origin,destination,ID
0:54:52,4764,3435,230
0:55:40,3947,3949,231
0:56:10,4444,2584,232
0:56:37,2891,6502,233
0:56:53,3599,3798,234
0:57:00,3594,5162,235
0:57:00,3949,5879,236
0:57:00,3478,4503,237
0:58:09,7013,2678,238
0:58:12,4764,137,239
0:59:08,2463,6985,240
1:00:00,6682,130,241
1:00:00,854,2578,242
1:00:00,472,3645,243
1:00:36,3310,7352,244
1:00:38,6361,1328,245
1:01:01,4387,4449,246
1:01:24,4764,1165,247
1:01:29,4638,7033,248
1:01:41,3312,5701,249
1:02:54,7013,3568,250
1:02:59,6309,3847,251
1:04:05,3202,2760,252
1:04:22,5192,485,253
1:04:23,4764,5056,254
1:04:37,4764,4928,255
1:04:39,4764,2387,256
1:04:42,7013,4399,257
1:05:02,4764,2388,258
1:05:18,419,475,259
1:05:27,5204,3366,260
1:05:33,3288,2052,261
1:06:04,4638,4406,262
1:06:32,4475,3081,263
1:07:13,6172,5233,264
1:07:28,4638,6262,265
1:07:55,3990,5290,266
1:08:17,4867,4534,267
1:08:25,4638,3357,268
1:08:31,1161,1163,269
1:09:25,1959,3186,270
1:09:30,4546,2052,271
1:09:36,3990,1062,272
1:10:06,5136,224,273
1:10:12,17,6563,274
1:10:24,1041,98,275
1:11:59,231,7240,276
1:12:00,2052,4686,277
1:12:00,4764,5746,278
1:12:00,206,3038,279
1:12:05,4089,5243,280
1:12:19,6116,90,281
1:12:34,116,3492,282
1:12:44,7013,4939,283
1:12:52,3089,3628,284
1:13:08,2693,3151,285
1:13:13,4638,2910,286
1:13:24,4561,7064,287
1:13:24,2464,2052,288
1:13:35,6605,4845,289
1:13:40,694,1251,290
1:13:47,7013,3254,291
1:13:49,3815,211,292
1:13:54,4764,6111,293
1:14:19,3702,4662,294
1:14:25,4000,6685,295
1:14:28,4638,6707,296
1:14:44,4378,4662,297
1:14:47,4764,1933,298
1:15:00,660,6451,299
1:15:59,3513,1939,300
1:16:43,3366,4801,301
1:17:07,183,2620,302
1:17:34,3394,1127,303
1:17:43,7013,1103,304
1:18:00,3323,4483,305
1:18:55,4764,3803,306
1:18:56,3829,3237,307
1:19:21,1056,1088,308
1:19:24,4638,1098,309
1:19:54,5120,2334,310
1:19:57,3444,6976,311
1:19:58,183,6349,312
1:19:58,3231,2326,313
1:21:33,7013,2598,314
1:21:53,4638,2392,315
1:23:08,3467,2874,316
1:23:58,4764,4336,317
1:24:30,5216,2437,318
1:24:35,3964,5435,319
1:25:25,4764,7295,320
1:25:39,6265,5388,321
1:25:41,5976,3228,322
1:25:47,183,4534,323
1:26:02,4638,2783,324
1:26:14,4069,224,325
1:26:27,4638,2760,326
1:27:34,3596,3230,327
1:27:41,4638,7240,328
1:28:12,867,4596,329
1:28:49,4638,1118,330
1:28:52,2570,4093,331
1:28:54,225,4003,332
1:29:08,4764,2344,333
1:29:24,4764,5873,334
1:29:29,3560,3893,335
1:29:33,5099,848,336
1:29:54,4638,2332,337
1:29:55,6180,2577,338
1:30:15,6963,35,339
1:30:18,3603,2120,340
1:30:20,4638,3637,341
1:30:49,4764,3903,342
1:30:55,2656,2617,343
1:31:08,86,2286,344
1:31:38,375,2343,345
1:31:42,4698,6261,346
1:32:26,7024,6662,347
1:32:44,5232,5121,348
1:32:52,4638,4363,349
1:33:58,4638,4793,350
1:34:03,4764,3560,351
1:34:19,1011,4155,352
1:34:38,4764,3643,353
1:34:50,4015,71,354
1:35:11,4849,4796,355
1:35:17,4764,3047,356
1:36:00,557,4900,357
1:36:27,5195,2915,358
1:36:29,6561,4561,359
1:37:13,3505,254,360
1:37:24,4638,6718,361
1:37:25,2865,1829,362
1:37:30,4764,3203,363
1:37:49,3926,4277,364
1:38:03,4638,7294,365
1:38:51,3021,254,366
1:39:00,2079,2435,367
1:39:13,4764,3667,368
1:39:29,2423,2426,369
1:40:32,5062,3725,370
1:41:22,4764,3950,371
1:42:24,7013,2356,372
1:43:43,4764,1991,373
1:43:52,4764,1177,374
1:44:54,4638,4068,375
1:45:03,7294,7030,376
1:45:14,3086,4637,377
1:45:20,3008,3121,378
1:45:28,4418,5022,379
1:45:40,3077,3312,380
1:45:53,5879,1087,381
1:46:02,4764,4793,382
1:46:19,2569,17,383
1:46:21,4764,3666,384
1:46:23,4798,2542,385
1:49:33,6210,7067,386
1:50:01,4764,4534,387
1:50:13,2844,288,388
1:50:14,4638,4378,389
1:50:15,4796,6094,390
1:50:51,3808,522,391
1:51:00,1757,2611,392
1:51:00,5593,323,393
1:51:01,3990,5270,394
1:51:42,2052,2052,395
1:52:12,4638,3587,396
1:52:41,4638,7294,397
1:52:46,5229,223,398
1:53:00,4764,3214,399
1:53:11,2457,2361,400
1:53:11,6218,3621,401
1:53:36,3834,449,402
1:55:53,4764,6410,403
1:56:18,3594,7397,404
1:56:35,5232,6574,405
1:57:33,4638,4793,406
1:57:54,4764,3947,407
1:58:13,2623,258,408
1:59:15,2109,3429,409
2:00:00,5334,3461,410
2:00:45,5216,3917,411
2:02:29,3136,471,412
2:02:56,2578,6187,413
2:03:21,4144,2983,414
2:03:44,4638,371,415
2:04:29,4895,4459,416
2:05:47,4284,2052,417
2:06:31,4638,215,418
2:06:36,4863,4150,419
2:06:48,3641,5700,420
2:07:16,5267,5167,421
2:07:23,2352,2052,422
2:07:30,4638,6660,423
2:07:40,592,2052,424
2:08:39,2499,2462,425
2:08:59,4764,3428,426
2:09:10,3760,92,427
2:09:30,6391,4407,428
2:11:33,3116,3913,429
2:11:51,3969,3987,430
2:12:13,4764,3019,431
2:12:43,6378,6687,432
2:14:28,4638,4284,433
2:14:58,2431,4520,434
2:15:00,1752,3462,435
2:15:35,480,2562,436
2:15:39,4638,2118,437
2:16:35,4764,285,438
2:17:16,6371,925,439
2:17:21,3593,4676,440
2:18:00,3345,4158,441
2:18:02,4764,3155,442
2:18:08,4879,5034,443
2:19:26,3279,3261,444
2:19:27,4764,3923,445
2:19:30,240,3122,446
2:19:42,3977,6687,447
2:20:08,4764,3911,448
2:20:19,6976,469,449
2:20:28,4638,3977,450
2:21:51,3089,3859,451
2:22:05,6177,6113,452
2:22:55,2081,2052,453
2:23:58,4229,3852,454
2:24:49,4638,589,455
2:24:50,4764,1104,456
2:24:58,4638,1775,457
2:25:05,4983,6832,458
2:25:18,4764,2869,459
2:25:24,4638,2607,460
2:26:21,4660,4425,461
2:26:35,3370,5605,462
2:26:43,4764,1359,463
2:26:53,4764,6550,464
2:27:00,3444,5138,465
2:27:04,3643,3915,466
2:27:26,3315,4755,467
2:27:57,4638,3904,468
2:28:07,405,5263,469
2:29:19,3333,2340,470
2:29:22,4638,231,471
2:30:00,6509,5897,472
2:30:00,276,4683,473
2:30:00,2747,952,474
2:30:09,4638,254,475
2:30:36,4864,1768,476
2:31:12,4638,3846,477
2:31:18,4473,5399,478
2:31:36,4638,3237,479
2:32:03,1101,3429,480
2:32:34,3475,2391,481
2:32:50,4764,3796,482
2:32:55,4638,2921,483
2:33:00,3493,4377,484
2:33:24,3474,3985,485
2:33:49,4358,7352,486
2:33:59,7400,2959,487
2:34:12,405,7292,488
2:35:06,461,828,489
2:35:23,3130,2439,490
2:35:25,3476,6635,491
2:36:42,4764,3565,492
2:37:10,4638,4964,493
2:37:15,3827,2308,494
2:37:17,3992,230,495
2:38:31,5458,7203,496
2:38:40,3826,6365,497
2:39:36,6204,662,498
2:40:08,3636,2279,499
2:41:35,2543,3760,500
2:42:21,4232,2959,501
2:42:49,158,5084,502
2:43:51,4638,4018,503
2:44:14,4638,3104,504
2:44:34,4764,2863,505
2:44:41,6838,1769,506
2:45:00,653,4483,507
2:45:34,1172,472,508
2:46:24,4638,4755,509
2:46:40,3519,74,510
2:47:05,32,2281,511
2:47:44,4638,251,512
2:48:09,4638,373,513
2:48:18,2431,4901,514
2:48:29,2389,2944,515
2:48:30,499,3431,516
2:49:20,3284,4003,517
2:49:22,4097,4792,518
2:49:28,5140,577,519
2:49:47,4764,4455,520
2:49:50,7434,4633,521
2:50:06,6747,19,522
2:50:25,2783,612,523
2:51:00,7229,4753,524
2:51:04,3314,5761,525
2:51:47,4638,6344,526
2:53:02,4638,4846,527
2:53:05,2293,2306,528
2:53:12,4638,4224,529
2:53:47,6264,1116,530
2:53:49,2982,2852,531
2:54:18,491,6309,532
2:56:24,4638,665,533
2:57:00,3716,219,534
2:57:00,19,15,535
2:57:00,5032,489,536
2:57:04,216,750,537
2:58:40,3830,3571,538
2:58:56,4764,4619,539
2:59:23,4764,358,540
2:59:38,405,3290,541
3:00:00,3683,4866,542
3:00:00,2317,6174,543
3:00:00,4683,276,544
3:00:31,7415,3085,545
3:01:15,3238,4307,546
3:01:25,7013,1358,547
3:01:26,4973,2052,548
3:02:28,3792,3651,549
3:03:00,46,2008,550
3:03:00,1938,4593,551
3:03:00,2768,3911,552
3:03:08,161,2259,553
3:03:13,422,3579,554
3:03:39,68,1972,555
3:04:33,3889,3889,556
3:05:02,7013,4014,557
3:05:12,4384,365,558
3:06:00,1771,3478,559
3:06:02,3799,3428,560
3:06:17,2676,3811,561
3:06:29,3245,2746,562
3:06:42,1768,4419,563
3:06:43,7013,3943,564
3:08:33,4156,53,565
3:08:35,4638,53,566
3:09:00,2361,2044,567
3:09:00,2355,3327,568
3:10:04,2626,4291,569
3:10:05,3302,616,570
3:10:21,246,1234,571
3:11:08,4638,1172,572
3:11:12,5406,4904,573
3:11:14,279,2515,574
3:11:29,2421,578,575
3:12:13,2865,4868,576
3:12:30,2865,3200,577
3:12:49,4764,543,578
3:13:18,4764,4060,579
3:13:28,3006,2921,580
3:13:32,4764,1055,581
3:13:59,2596,1246,582
3:14:41,2426,2321,583
3:14:46,4764,3116,584
3:14:59,3560,5511,585
3:15:00,92,4911,586
3:15:17,7097,297,587
3:15:24,4764,3618,588
3:16:08,3880,130,589
3:17:12,217,5403,590
3:17:35,2480,2206,591
3:18:00,3120,6687,592
3:18:00,1085,5143,593
3:18:08,4764,272,594
3:18:21,7013,3521,595
3:18:58,4764,542,596
3:19:37,6304,2608,597
3:19:48,3630,3357,598
3:20:36,200,2247,599
3:20:56,3058,2440,600
3:21:00,693,5042,601
3:21:00,7093,3310,602
3:21:28,4764,5037,603
3:22:22,4764,6970,604
3:23:34,4638,225,605
3:23:39,3158,3337,606
3:24:00,4577,5294,607
3:25:58,4638,3187,608
3:27:25,4414,5644,609
3:28:04,4764,6589,610
3:28:29,4667,873,611
3:28:36,4764,5311,612
3:28:37,3481,1828,613
3:30:00,2625,5946,614
3:31:08,4638,3124,615
3:31:26,2901,2884,616
3:32:13,3799,2410,617
3:33:00,4485,2911,618
3:33:00,3833,3830,619
3:33:20,4638,2457,620
3:34:29,4638,472,621
3:35:13,4764,3158,622
3:35:16,3637,2945,623
3:36:00,6552,7105,624
3:36:00,738,4791,625
3:36:55,3299,17,626
3:37:16,4715,4847,627
3:37:51,4638,6307,628
3:38:37,4638,4144,629
3:38:37,4638,7252,630
3:38:41,4638,2886,631
3:39:22,159,6393,632
3:39:37,4764,474,633
3:40:51,2649,3990,634
3:42:00,557,4900,635
3:42:35,276,2094,636
3:43:33,4764,3834,637
3:43:58,499,4485,638
3:44:21,4638,3532,639
3:44:25,1055,7229,640
3:45:00,2577,7316,641
3:45:00,5514,452,642
3:46:08,4764,6623,643
3:46:17,4638,1045,644
3:46:35,4764,6633,645
3:47:28,4285,179,646
3:48:00,4651,4177,647
3:48:00,4207,3018,648
3:48:15,95,2256,649
3:51:47,3300,3050,650
3:51:48,5383,1228,651
3:52:15,4332,1133,652
3:52:20,2480,662,653
3:52:36,4764,373,654
3:54:00,1714,3165,655
3:55:56,4638,4793,656
3:56:34,3902,3613,657
3:57:00,2849,191,658
3:57:00,5695,3194,659
3:57:10,5229,4428,660
3:58:32,7013,3159,661
3:58:41,5230,4637,662
3:59:08,2217,505,663
3:59:12,2790,6576,664
3:59:29,4764,7350,665
3:59:43,4638,2473,666
4:00:00,507,3200,667
4:00:00,2441,5165,668
4:00:00,6624,1152,669
4:00:00,6721,4879,670
4:00:00,939,3833,671
4:00:00,6654,4957,672
4:00:00,6664,3603,673
4:00:00,1047,1132,674
4:00:17,2829,2384,675
4:00:19,2280,1543,676
4:00:22,4377,4538,677
4:00:36,4764,4319,678
4:01:42,4638,3445,679
4:01:58,432,5737,680
4:02:07,3867,324,681
4:02:21,2309,2350,682
4:02:48,225,6576,683
4:03:00,5182,516,684
4:03:00,6692,4954,685
4:03:00,2319,3486,686
4:03:00,625,201,687
4:03:00,5324,2391,688
4:03:00,5038,3021,689
4:03:08,2911,63,690
4:04:40,2213,5084,691
4:05:18,4441,3894,692
4:05:59,1765,3827,693
4:05:59,2439,4147,694
4:05:59,2052,2543,695
4:05:59,676,292,696
4:05:59,3474,3161,697
4:06:49,3117,3116,698
4:06:58,4209,2052,699
4:09:00,4647,2768,700
4:09:00,4367,4094,701
4:09:00,2381,369,702
4:09:00,2256,246,703
4:09:00,90,430,704
4:09:00,7197,3727,705
4:09:00,23,3883,706
4:11:51,3848,3575,707
4:12:00,7257,7206,708
4:12:00,4635,4090,709
4:12:38,578,4629,710
4:12:48,5196,1827,711
4:12:52,4638,4837,712
4:13:19,2835,4485,713
4:13:20,179,371,714
4:13:29,4881,50,715
4:14:03,4638,2895,716
4:14:18,3307,2052,717
4:15:00,2621,3799,718
4:15:00,5402,2831,719
4:15:00,571,4205,720
4:15:00,622,3741,721
4:15:00,6635,406,722
4:15:00,750,4202,723
4:15:00,1549,4457,724
4:15:07,3165,7093,725
4:15:25,4764,5601,726
4:15:43,4638,4764,727
4:15:57,4764,2575,728
4:16:35,201,4652,729
4:16:47,2911,7294,730
4:17:18,5246,1122,731
4:17:57,453,89,732
4:18:00,495,4707,733
4:18:00,1114,6605,734
4:18:00,1798,3565,735
4:18:00,3093,3357,736
4:18:00,569,2617,737
4:18:00,5514,2655,738
4:18:00,1213,2387,739
4:18:00,6838,3825,740
4:18:00,74,2487,741
4:18:00,83,4738,742
4:18:00,6740,289,743
4:18:00,5720,4144,744
4:18:00,92,471,745
4:18:00,3976,3314,746
4:20:23,3810,371,747
4:20:23,3368,2052,748
4:20:30,4638,5020,749
4:20:59,3084,2891,750
4:20:59,577,372,751
4:20:59,6848,3824,752
4:20:59,2236,2287,753
4:20:59,2379,3987,754
4:20:59,6738,3799,755
4:20:59,2105,4214,756
4:22:05,6093,6251,757
4:22:48,198,3948,758
4:23:22,585,5035,759
4:23:26,4764,7301,760
4:24:00,314,157,761
4:24:00,6871,3018,762
4:24:00,6880,172,763
4:24:00,3177,4094,764
4:24:00,5293,4270,765
4:24:00,1332,4176,766
4:24:00,6589,4236,767
4:24:00,5748,4068,768
4:24:00,5012,206,769
4:24:00,4850,3531,770
4:24:00,100,5168,771
4:24:00,1042,2931,772
4:24:00,5041,2812,773
4:25:10,4867,2991,774
4:26:07,4982,6550,775
4:26:20,3638,7334,776
4:26:48,2357,2274,777
4:27:00,5062,246,778
4:27:00,6848,3021,779
4:27:00,4755,5877,780
4:27:00,2128,1802,781
4:27:00,6104,6247,782
4:27:00,5061,492,783
4:27:00,20,4001,784
4:27:00,6157,442,785
4:27:00,2052,7292,786
4:28:28,4638,3046,787
4:29:34,5953,5956,788
4:29:34,7013,4754,789
4:29:45,4764,2359,790
4:30:00,4868,2047,791
4:30:00,6720,5057,792
4:30:00,4901,1174,793
4:30:00,6634,3017,794
4:30:00,6635,4128,795
4:30:00,76,4971,796
4:30:00,7082,4698,797
4:32:30,2049,506,798
4:33:00,108,4404,799
4:33:00,6564,119,800
4:33:00,444,585,801
4:33:00,4638,3596,802
4:33:00,3000,4971,803
4:33:00,2928,4957,804
4:33:00,5504,3272,805
4:33:00,2052,3596,806
4:33:00,5412,4439,807
4:33:07,163,3970,808
4:33:37,3467,4004,809
4:34:04,4638,5993,810
4:34:34,7092,2949,811
4:35:18,4846,2052,812
4:35:42,3128,479,813
4:36:00,2052,6372,814
4:36:00,7353,2181,815
4:36:00,1131,6706,816
4:36:00,37,3799,817
4:36:00,517,5361,818
4:36:00,1748,2426,819
4:36:00,61,7036,820
4:36:00,1518,2516,821
4:36:00,2120,5154,822
4:36:00,924,291,823
4:36:00,5057,2309,824
4:36:36,4314,3893,825
4:39:00,4138,3552,826
4:39:00,261,5307,827
4:39:00,4546,328,828
4:39:00,6696,2569,829
4:39:00,631,3628,830
4:39:00,7259,3058,831
4:39:00,2295,3610,832
4:39:00,5862,4793,833
4:39:00,2091,3702,834
4:39:00,7250,3207,835
4:39:00,1048,6976,836
4:39:13,4764,3883,837
4:39:18,217,2620,838
4:40:21,7013,3588,839
4:40:32,3108,3228,840
4:41:38,5032,2360,841
4:41:44,7013,2342,842
4:42:00,6872,6067,843
4:42:00,5298,3824,844
4:42:00,606,926,845
4:42:00,1303,3475,846
4:42:00,2052,1802,847
4:42:00,88,3290,848
4:42:00,4206,2627,849
4:42:00,2415,4094,850
4:42:00,4451,3905,851
4:42:19,4638,5200,852
4:42:43,2779,2052,853
4:44:20,4638,4793,854
4:44:27,4638,3995,855
4:44:34,2969,2435,856
4:44:53,4764,2826,857
4:44:59,149,1764,858
4:45:00,2480,231,859
4:45:00,6581,3992,860
4:45:00,4399,2677,861
4:45:00,2248,2052,862
4:45:00,2052,2737,863
4:45:00,2038,1120,864
4:45:00,2121,6210,865
4:45:00,2370,384,866
4:45:00,107,4880,867
4:45:00,92,4759,868
4:45:00,2259,4653,869
4:45:00,5038,3123,870
4:45:00,1113,83,871
4:45:02,3734,4491,872
4:45:48,4638,6558,873
4:46:17,4638,4952,874
4:46:29,4764,3048,875
4:47:45,4638,2121,876
4:47:51,3643,1062,877
4:48:00,369,3373,878
4:48:00,1800,625,879
4:48:00,2052,6526,880
4:48:00,1214,3699,881
4:48:00,1362,5105,882
4:48:00,1111,3078,883
4:48:00,4837,854,884
4:48:00,2052,4009,885
4:50:50,1827,2052,886
4:50:54,4638,2386,887
4:50:55,4638,1792,888
4:51:00,5298,2159,889
4:51:00,3568,7443,890
4:51:00,5768,158,891
4:51:00,6568,2425,892
4:51:00,2335,3607,893
4:51:00,5035,2828,894
4:51:07,2760,2830,895
4:51:09,3300,9,896
4:51:28,4434,4280,897
4:51:42,4638,3908,898
4:52:00,4764,2564,899
4:53:44,3701,2762,900
4:54:00,4809,4042,901
4:54:00,6378,3309,902
4:54:00,513,3279,903
4:54:00,2703,1768,904
4:54:00,6383,373,905
4:54:00,2217,4778,906
4:54:00,419,4483,907
4:54:36,2421,526,908
4:55:16,4764,6965,909
4:55:47,4361,2353,910
4:57:00,556,2944,911
4:57:00,5418,2662,912
4:57:00,5755,1233,913
4:57:00,5506,1723,914
4:57:00,98,6706,915
4:57:00,6655,4972,916
4:57:00,4661,3802,917
4:57:00,3097,3463,918
4:57:00,2302,5389,919
4:57:31,4104,2985,920
4:58:55,4638,4026,921
5:00:00,532,1134,922
5:00:00,6970,1948,923
5:00:00,4639,4302,924
5:00:00,303,3472,925
5:00:00,3614,2580,926
5:00:00,3670,665,927
5:00:00,2662,6674,928
5:00:00,3831,1084,929
5:00:00,461,4763,930
5:00:00,4195,5301,931
5:00:00,3189,4301,932
5:00:00,2231,1131,933
5:00:00,2977,4404,934
5:00:00,612,2476,935
5:00:00,6515,3826,936
5:00:00,1766,4309,937
5:00:00,5605,2896,938
5:00:00,3395,3244,939
5:00:00,2210,4377,940
5:00:00,1939,4462,941
5:00:00,2426,2426,942
5:00:00,140,4377,943
5:00:00,6630,280,944
5:00:00,2052,3159,945
5:00:00,7002,4320,946
5:00:00,2336,4309,947
5:00:00,5746,3995,948
5:00:00,2217,6817,949
5:00:00,5287,4660,950
5:00:00,1085,1232,951
5:00:00,1087,7035,952
5:00:00,1104,1159,953
5:00:00,4485,5032,954
5:00:00,3368,4797,955
5:00:00,3290,4148,956
5:00:00,4308,211,957
5:00:00,2426,3510,958
5:00:00,4210,3322,959
5:00:00,5020,380,960
5:00:00,6316,7390,961
5:00:00,4954,4140,962
5:00:00,4443,2969,963
5:00:00,4045,3603,964
5:00:36,449,89,965
5:02:02,4638,4206,966
5:02:26,4452,5028,967
5:02:34,4638,2662,968
5:02:53,1776,4757,969
5:03:00,4874,2091,970
5:03:00,2471,3188,971
5:03:00,37,6659,972
5:03:00,1064,456,973
5:03:00,3542,6094,974
5:03:00,1769,4638,975
5:03:00,3725,4267,976
5:03:00,1071,4015,977
5:03:00,3186,3213,978
5:03:00,476,385,979
5:03:00,1,5886,980
5:03:00,2318,5381,981
5:03:00,2441,1172,982
5:03:00,1765,2944,983
5:03:00,1766,3491,984
5:03:00,542,3824,985
5:03:00,2203,2319,986
5:03:00,6374,2091,987
5:03:00,569,3172,988
5:03:00,2127,1047,989
5:03:00,2052,6747,990
5:03:00,2065,2528,991
5:03:00,2348,1728,992
5:03:00,5375,3124,993
5:03:00,642,78,994
5:03:00,2264,3231,995
5:03:00,7433,2755,996
5:03:00,1293,4089,997
5:03:00,73,3122,998
5:03:00,1304,276,999
5:03:00,2208,3570,1000
5:03:00,5765,3018,1001
5:03:00,2288,6272,1002
5:03:00,53,4406,1003
5:03:00,1092,2324,1004
5:03:00,3467,2233,1005
5:03:00,5125,3557,1006
5:03:00,3141,3699,1007
5:03:00,4450,6128,1008
5:04:10,63,6696,1009
5:04:12,3394,3190,1010
5:04:30,4764,2874,1011
5:04:32,4638,5247,1012
5:06:00,1054,2233,1013
5:06:00,4652,158,1014
5:06:00,1058,2601,1015
5:06:00,5067,385,1016
5:06:00,6109,478,1017
5:06:00,3969,7344,1018
