head,tail,origin_addr,dest_addr,distance,duration,traffic_duration,speed_mph,
7218,4822,"5906 Co Rd 263, Georgetown, TX 78633, USA","6484 FM 970, Georgetown, TX 78633, USA",3320,229,261,30.03206107,1.139737991
4822,7218,"6484 FM 970, Georgetown, TX 78633, USA","5906 Co Rd 263, Georgetown, TX 78633, USA",762,43,56,31.68315789,1.302325581
7219,4824,"1155 Co Rd 289, Georgetown, TX 78633, USA","23 Co Rd 289, Georgetown, TX 78633, USA",1928,159,158,28.73811321,0.993710692
4824,7219,"23 Co Rd 289, Georgetown, TX 78633, USA","1155 Co Rd 289, Georgetown, TX 78633, USA",1928,149,148,30.66684564,0.993288591
4580,4576,"2650 Co Rd 258, Liberty Hill, TX 78642, USA","3726 Co Rd 258, Liberty Hill, TX 78642, USA",1917,146,154,29.31154839,1.054794521
4576,4580,"3726 Co Rd 258, Liberty Hill, TX 78642, USA","2650 Co Rd 258, Liberty Hill, TX 78642, USA",1917,152,170,26.56894737,1.118421053
4571,4560,"2401 US-183, Liberty Hill, TX 78642, USA","1015 Ranch Rd 1869, Liberty Hill, TX 78642, USA",1637,91,92,41.71709677,1.010989011
4560,4571,"1015 Ranch Rd 1869, Liberty Hill, TX 78642, USA","2401 US-183, Liberty Hill, TX 78642, USA",1637,99,118,32.60243697,1.191919192
4822,4829,"6484 FM 970, Georgetown, TX 78633, USA","1312 Co Rd 257, Liberty Hill, TX 78642, USA",1390,69,74,43.924,1.072463768
4829,4822,"1312 Co Rd 257, Liberty Hill, TX 78642, USA","6484 FM 970, Georgetown, TX 78633, USA",1390,71,81,40.17439024,1.14084507
7061,4822,"501 Co Rd 255, Georgetown, TX 78633, USA","6484 FM 970, Georgetown, TX 78633, USA",1171,95,97,28.31908163,1.021052632
4822,7061,"6484 FM 970, Georgetown, TX 78633, USA","501 Co Rd 255, Georgetown, TX 78633, USA",1171,93,93,29.52414894,1
4829,4828,"1312 Co Rd 257, Liberty Hill, TX 78642, USA","3751 US-183, Liberty Hill, TX 78642, USA",577,54,75,17.99328947,1.388888889
4828,4829,"3751 US-183, Liberty Hill, TX 78642, USA","1312 Co Rd 257, Liberty Hill, TX 78642, USA",577,41,47,28.489375,1.146341463
4812,4810,"15190 Ranch Rd 2338, Georgetown, TX 78633, USA","7999 FM970, Florence, TX 76527, USA",2569,146,153,39.53590909,1.047945205
4810,4812,"7999 FM970, Florence, TX 76527, USA","15190 Ranch Rd 2338, Georgetown, TX 78633, USA",2569,125,134,45.10022222,1.072
7231,4823,"3500 FM 3405, Georgetown, TX 78633, USA","4156 FM 3405, Georgetown, TX 78633, USA",1467,58,65,52.67863636,1.120689655
4823,7231,"4156 FM 3405, Georgetown, TX 78633, USA","3500 FM 3405, Georgetown, TX 78633, USA",1467,62,72,47.62726027,1.161290323
7356,4825,"1530 Indian Springs Rd, Georgetown, TX 78633, USA","1840 Co Rd 289, Georgetown, TX 78633, USA",1411,96,95,34.8340625,0.989583333
4825,7356,"1840 Co Rd 289, Georgetown, TX 78633, USA","1530 Indian Springs Rd, Georgetown, TX 78633, USA",1411,99,99,33.4407,1
7225,4823,"216 Coopers Hill Rd, Georgetown, TX 78633, USA","4156 FM 3405, Georgetown, TX 78633, USA",653,88,88,17.3888764,1
4823,7225,"4156 FM 3405, Georgetown, TX 78633, USA","216 Coopers Hill Rd, Georgetown, TX 78633, USA",653,79,80,19.1062963,1.012658228
4587,4827,"241 245 Cir, Florence, TX 76527, USA","12160 Ranch Rd 2338, Georgetown, TX 78633, USA",2534,132,142,41.99706294,1.075757576
4827,4587,"12160 Ranch Rd 2338, Georgetown, TX 78633, USA","241 245 Cir, Florence, TX 76527, USA",2534,158,183,32.63902174,1.158227848
4814,4813,"4304 FM970, Florence, TX 76527, USA","4559 FM970, Florence, TX 76527, USA",933,48,47,46.066875,0.979166667
4813,4814,"4559 FM970, Florence, TX 76527, USA","4304 FM970, Florence, TX 76527, USA",933,52,54,40.20381818,1.038461538
4831,4830,"1999 TX-138, Florence, TX 76527, USA","3931 TX-138, Florence, TX 76527, USA",3031,115,177,40.35657303,1.539130435
4830,4831,"3931 TX-138, Florence, TX 76527, USA","1999 TX-138, Florence, TX 76527, USA",3031,119,143,49.88520833,1.201680672
7051,4834,"100 Private Rd 955, Florence, TX 76527, USA","12801 US-183, Florence, TX 76527, USA",1671,88,104,37.71685714,1.181818182
4834,7051,"12801 US-183, Florence, TX 76527, USA","100 Private Rd 955, Florence, TX 76527, USA",1671,70,84,46.59141176,1.2
4832,4830,"1600 Co Rd 223, Florence, TX 76527, USA","3931 TX-138, Florence, TX 76527, USA",2191,152,200,25.8341791,1.315789474
4830,4832,"3931 TX-138, Florence, TX 76527, USA","1600 Co Rd 223, Florence, TX 76527, USA",2191,153,174,29.6724,1.137254902
7208,4832,"2950 Co Rd 219, Florence, TX 76527, USA","1600 Co Rd 223, Florence, TX 76527, USA",662,44,44,34.86533333,1
4832,7208,"1600 Co Rd 223, Florence, TX 76527, USA","2950 Co Rd 219, Florence, TX 76527, USA",662,73,75,20.64394737,1.02739726
4815,4814,"2000 FM970, Florence, TX 76527, USA","4304 FM970, Florence, TX 76527, USA",3628,153,163,52.42902439,1.065359477
4814,4815,"4304 FM970, Florence, TX 76527, USA","2000 FM970, Florence, TX 76527, USA",3628,150,172,49.70150289,1.146666667
4837,4836,"14122 Texas 195 Business, Florence, TX 76527, USA","2350 Co Rd 226, Florence, TX 76527, USA",1943,84,107,42.63805556,1.273809524
4836,4837,"2350 Co Rd 226, Florence, TX 76527, USA","14122 Texas 195 Business, Florence, TX 76527, USA",3907,279,299,30.8653,1.071684588
7055,4836,"1664 Co Rd 226, Florence, TX 76527, USA","2350 Co Rd 226, Florence, TX 76527, USA",1475,110,110,31.49324324,1
4836,7055,"2350 Co Rd 226, Florence, TX 76527, USA","1664 Co Rd 226, Florence, TX 76527, USA",1475,112,111,31.21205357,0.991071429
4611,4839,"601 S Patterson Ave, Georgetown, TX 78633, USA","383 FM970, Florence, TX 76527, USA",661,43,59,26.1095,1.372093023
4839,4611,"383 FM970, Florence, TX 76527, USA","601 S Patterson Ave, Georgetown, TX 78633, USA",661,48,64,24.10107692,1.333333333
4836,4831,"2350 Co Rd 226, Florence, TX 76527, USA","1999 TX-138, Florence, TX 76527, USA",1407,56,67,49.03808824,1.196428571
4831,4836,"1999 TX-138, Florence, TX 76527, USA","2350 Co Rd 226, Florence, TX 76527, USA",1407,54,63,52.10296875,1.166666667
4835,4815,"1130 FM970, Florence, TX 76527, USA","2000 FM970, Florence, TX 76527, USA",1505,72,74,47.558,1.027777778
4815,4835,"2000 FM970, Florence, TX 76527, USA","1130 FM970, Florence, TX 76527, USA",1505,83,86,40.99827586,1.036144578
4839,4835,"383 FM970, Florence, TX 76527, USA","1130 FM970, Florence, TX 76527, USA",1323,61,69,44.793,1.131147541
4835,4839,"1130 FM970, Florence, TX 76527, USA","383 FM970, Florence, TX 76527, USA",1323,60,70,44.16211268,1.166666667
4840,4838,"100 E Main St, Florence, TX 76527, USA","570 Co Rd 226, Florence, TX 76527, USA",893,93,93,22.515,1
4838,4840,"570 Co Rd 226, Florence, TX 76527, USA","100 E Main St, Florence, TX 76527, USA",893,88,88,23.77988764,1
4873,4872,"3173 Rockride Ln, Georgetown, TX 78626, USA","2090 Westinghouse Rd, Georgetown, TX 78626, USA",4346,300,448,22.93991091,1.493333333
4872,4873,"2090 Westinghouse Rd, Georgetown, TX 78626, USA","3173 Rockride Ln, Georgetown, TX 78626, USA",2830,210,273,24.47846715,1.3
4891,4890,"1660 Co Rd 199, Hutto, TX 78634, USA","FM1660, Hutto, TX 78634, USA",2695,183,265,24.01184211,1.448087432
4890,4891,"FM1660, Hutto, TX 78634, USA","1660 Co Rd 199, Hutto, TX 78634, USA",2695,193,292,21.79914676,1.512953368
4893,4892,"1336 Kenneys Way, Round Rock, TX 78665, USA","981 N Red Bud Ln, Round Rock, TX 78665, USA",769,58,73,24.62878378,1.25862069
4892,4893,"981 N Red Bud Ln, Round Rock, TX 78665, USA","1336 Kenneys Way, Round Rock, TX 78665, USA",769,87,97,18.5972449,1.114942529
4897,4896,"1035 Kajon Cove, Georgetown, TX 78626, USA","1895 FM971, Georgetown, TX 78626, USA",765,47,68,26.27608696,1.446808511
4896,4897,"1895 FM971, Georgetown, TX 78626, USA","1035 Kajon Cove, Georgetown, TX 78626, USA",1963,271,311,14.91125,1.147601476
1187,1189,"3501 Co Rd 132, Hutto, TX 78634, USA","3215 Co Rd 132, Hutto, TX 78634, USA",749,60,60,29.1004918,1
1189,1187,"3215 Co Rd 132, Hutto, TX 78634, USA","3501 Co Rd 132, Hutto, TX 78634, USA",749,61,61,28.63112903,1
6743,5274,"1000 Ranch Rd 2243, Georgetown, TX 78628, USA","Ranch Rd 2243, Georgetown, TX 78628, USA",2847,156,173,38.77810345,1.108974359
5274,6743,"Ranch Rd 2243, Georgetown, TX 78628, USA","1000 Ranch Rd 2243, Georgetown, TX 78628, USA",2847,128,146,45.90061224,1.140625
5295,4575,"251 Co Rd 176, Georgetown, TX 78628, USA","332 Cross Timbers Dr, Georgetown, TX 78628, USA",2345,173,198,27.92788945,1.144508671
4575,5295,"332 Cross Timbers Dr, Georgetown, TX 78628, USA","251 Co Rd 176, Georgetown, TX 78628, USA",2345,169,231,23.95538793,1.366863905
7115,5274,"Ranch to Market Rd 2243, Georgetown, TX 78628, USA","Ranch Rd 2243, Georgetown, TX 78628, USA",1051,41,43,56.61068182,1.048780488
5274,7115,"Ranch Rd 2243, Georgetown, TX 78628, USA","Ranch to Market Rd 2243, Georgetown, TX 78628, USA",1051,42,47,51.893125,1.119047619
4573,5295,"5010 Ranch Rd 2243, Georgetown, TX 78628, USA","251 Co Rd 176, Georgetown, TX 78628, USA",257,27,28,21.00310345,1.037037037
5295,4573,"251 Co Rd 176, Georgetown, TX 78628, USA","5010 Ranch Rd 2243, Georgetown, TX 78628, USA",257,32,40,14.85585366,1.25
7345,5305,"60312 Westinghouse Rd, Georgetown, TX 78626, USA","500 Creek 111, Georgetown, TX 78626, USA",1172,183,212,13.04056338,1.158469945
5305,7345,"500 Creek 111, Georgetown, TX 78626, USA","60312 Westinghouse Rd, Georgetown, TX 78626, USA",631,77,102,14.51912621,1.324675325
5299,5305,"900 Creek 111, Georgetown, TX 78626, USA","500 Creek 111, Georgetown, TX 78626, USA",1341,162,241,13.13293388,1.487654321
5305,5299,"500 Creek 111, Georgetown, TX 78626, USA","900 Creek 111, Georgetown, TX 78626, USA",280,35,117,5.623728814,3.342857143
4872,5307,"2090 Westinghouse Rd, Georgetown, TX 78626, USA","930 Westinghouse Rd, Georgetown, TX 78626, USA",3476,316,345,23.80959538,1.091772152
5307,4872,"930 Westinghouse Rd, Georgetown, TX 78626, USA","2090 Westinghouse Rd, Georgetown, TX 78626, USA",2530,191,253,23.60669291,1.32460733
6694,5377,"Lake Pflugerville Trail, Pflugerville, TX 78660, USA","4707 Portillo Way, Pflugerville, TX 78660, USA",654,84,94,16.31557895,1.119047619
5377,6694,"4707 Portillo Way, Pflugerville, TX 78660, USA","Lake Pflugerville Trail, Pflugerville, TX 78660, USA",654,104,105,14.62245283,1.009615385
5381,5380,"2305 Dunes Dr, Pflugerville, TX 78660, USA","3100 Kelly Ln, Pflugerville, TX 78660, USA",2066,192,286,17.06069686,1.489583333
5380,5381,"3100 Kelly Ln, Pflugerville, TX 78660, USA","2305 Dunes Dr, Pflugerville, TX 78660, USA",1113,73,111,23.551875,1.520547945
6695,5378,"17709 Colorado Sand Dr, Pflugerville, TX 78660, USA","3920 E Pflugerville Pkwy, Pflugerville, TX 78660, USA",645,31,35,42.4625,1.129032258
5378,6695,"3920 E Pflugerville Pkwy, Pflugerville, TX 78660, USA","17709 Colorado Sand Dr, Pflugerville, TX 78660, USA",824,49,55,34.87285714,1.12244898
5403,4893,"2015 Brushy Creek Rd, Round Rock, TX 78664, USA","1336 Kenneys Way, Round Rock, TX 78665, USA",1022,151,222,10.86161435,1.470198675
4893,5403,"1336 Kenneys Way, Round Rock, TX 78665, USA","2015 Brushy Creek Rd, Round Rock, TX 78664, USA",1504,191,306,11.61068404,1.602094241
5411,5410,"7101 Jesse Bohls Dr, Pflugerville, TX 78660, USA","17805 Weiss Ln, Pflugerville, TX 78660, USA",1960,114,114,40.39304348,1
5410,5411,"17805 Weiss Ln, Pflugerville, TX 78660, USA","7101 Jesse Bohls Dr, Pflugerville, TX 78660, USA",1960,110,110,41.84864865,1
5412,5377,"16244 Cantania Cove, Pflugerville, TX 78660, USA","4707 Portillo Way, Pflugerville, TX 78660, USA",1274,153,163,18.41085366,1.065359477
5377,5412,"4707 Portillo Way, Pflugerville, TX 78660, USA","16244 Cantania Cove, Pflugerville, TX 78660, USA",1274,138,156,19.23171975,1.130434783
5414,1216,"8017 Cele Rd, Manor, TX 78653, USA","18805 Cameron Rd, Manor, TX 78653, USA",1379,76,78,41.37,1.026315789
1216,5414,"18805 Cameron Rd, Manor, TX 78653, USA","8017 Cele Rd, Manor, TX 78653, USA",1379,74,76,42.44454545,1.027027027
6666,5413,"Cele Rd, Pflugerville, TX 78660, USA","Cele Rd, Manor, TX 78653, USA",381,20,25,34.72961538,1.25
5413,6666,"Cele Rd, Manor, TX 78653, USA","Cele Rd, Pflugerville, TX 78660, USA",381,20,22,39.25956522,1.1
5416,1141,"16252 Cameron Rd, Pflugerville, TX 78660, USA","16223 Cameron Rd, Pflugerville, TX 78660, USA",1661,86,126,30.99661417,1.465116279
1141,5416,"16223 Cameron Rd, Pflugerville, TX 78660, USA","16252 Cameron Rd, Pflugerville, TX 78660, USA",1661,82,107,36.44972222,1.304878049
5375,5417,"5814 E Pecan St, Pflugerville, TX 78660, USA","17061 Weiss Ln, Pflugerville, TX 78660, USA",1320,82,136,22.8350365,1.658536585
5417,5375,"17061 Weiss Ln, Pflugerville, TX 78660, USA","5814 E Pecan St, Pflugerville, TX 78660, USA",1320,86,138,22.50647482,1.604651163
5410,5377,"17805 Weiss Ln, Pflugerville, TX 78660, USA","4707 Portillo Way, Pflugerville, TX 78660, USA",705,92,102,16.22184466,1.108695652
5377,5410,"4707 Portillo Way, Pflugerville, TX 78660, USA","17805 Weiss Ln, Pflugerville, TX 78660, USA",705,111,112,14.78628319,1.009009009
5375,1141,"5814 E Pecan St, Pflugerville, TX 78660, USA","16223 Cameron Rd, Pflugerville, TX 78660, USA",4279,272,308,32.81951456,1.132352941
1141,5375,"16223 Cameron Rd, Pflugerville, TX 78660, USA","5814 E Pecan St, Pflugerville, TX 78660, USA",3996,222,280,33.70291815,1.261261261
6696,5417,"17607 Weiss Ln, Pflugerville, TX 78660, USA","17061 Weiss Ln, Pflugerville, TX 78660, USA",691,40,69,23.39528571,1.725
5417,6696,"17061 Weiss Ln, Pflugerville, TX 78660, USA","17607 Weiss Ln, Pflugerville, TX 78660, USA",691,45,77,20.99576923,1.711111111
6988,5418,"3825 Gildas Path, Pflugerville, TX 78660, USA","17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA",1018,67,88,27.10853933,1.313432836
5418,6988,"17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA","3825 Gildas Path, Pflugerville, TX 78660, USA",1018,67,88,27.10853933,1.313432836
5412,5418,"16244 Cantania Cove, Pflugerville, TX 78660, USA","17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA",1057,82,123,20.20233871,1.5
5418,5412,"17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA","16244 Cantania Cove, Pflugerville, TX 78660, USA",1057,81,104,23.858,1.283950617
5415,5418,"19324 Mangan Way, Pflugerville, TX 78660, USA","17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA",449,45,58,18.03610169,1.288888889
5418,5415,"17704 Bridgefarmer Blvd, Pflugerville, TX 78660, USA","19324 Mangan Way, Pflugerville, TX 78660, USA",449,41,59,17.7355,1.43902439
5419,1214,"18185 Steger Ln, Manor, TX 78653, USA","17301 Steger Ln, Manor, TX 78653, USA",1949,127,137,33.47195652,1.078740157
1214,5419,"17301 Steger Ln, Manor, TX 78653, USA","18185 Steger Ln, Manor, TX 78653, USA",1949,127,163,28.16542683,1.283464567
5411,1183,"7101 Jesse Bohls Dr, Pflugerville, TX 78660, USA","18092 Cameron Rd, Pflugerville, TX 78660, USA",1968,113,113,40.91368421,1
1183,5411,"18092 Cameron Rd, Pflugerville, TX 78660, USA","7101 Jesse Bohls Dr, Pflugerville, TX 78660, USA",1968,113,113,40.91368421,1
5419,1216,"18185 Steger Ln, Manor, TX 78653, USA","18805 Cameron Rd, Manor, TX 78653, USA",1550,93,100,36.37128713,1.075268817
1216,5419,"18805 Cameron Rd, Manor, TX 78653, USA","18185 Steger Ln, Manor, TX 78653, USA",1550,91,102,35.66504854,1.120879121
5419,1183,"18185 Steger Ln, Manor, TX 78653, USA","18092 Cameron Rd, Pflugerville, TX 78660, USA",624,40,41,35.21142857,1.025
1183,5419,"18092 Cameron Rd, Pflugerville, TX 78660, USA","18185 Steger Ln, Manor, TX 78653, USA",624,38,38,37.92,1
5413,5414,"Cele Rd, Manor, TX 78653, USA","8017 Cele Rd, Manor, TX 78653, USA",145,7,7,42.95625,1
5414,5413,"8017 Cele Rd, Manor, TX 78653, USA","Cele Rd, Manor, TX 78653, USA",145,7,7,42.95625,1
4890,5421,"FM1660, Hutto, TX 78634, USA","2004 Co Rd 137, Hutto, TX 78634, USA",3094,169,222,32.88242152,1.313609467
5421,4890,"2004 Co Rd 137, Hutto, TX 78634, USA","FM1660, Hutto, TX 78634, USA",3094,191,284,25.72905263,1.486910995
7447,1185,"10853 FM1660, Hutto, TX 78634, USA","11225 FM1660, Hutto, TX 78634, USA",666,28,30,50.91677419,1.071428571
1185,7447,"11225 FM1660, Hutto, TX 78634, USA","10853 FM1660, Hutto, TX 78634, USA",666,28,30,50.91677419,1.071428571
4890,5423,"FM1660, Hutto, TX 78634, USA","402 Mccoy Ln, Hutto, TX 78634, USA",908,53,72,29.47890411,1.358490566
5423,4890,"402 Mccoy Ln, Hutto, TX 78634, USA","FM1660, Hutto, TX 78634, USA",912,56,75,28.44,1.339285714
5426,5425,"2031 Co Rd 105, Hutto, TX 78634, USA","3951 Co Rd 110, Georgetown, TX 78626, USA",4066,287,303,31.69875,1.055749129
5425,5426,"3951 Co Rd 110, Georgetown, TX 78626, USA","2031 Co Rd 105, Hutto, TX 78634, USA",3253,184,225,34.11331858,1.222826087
4873,5433,"3173 Rockride Ln, Georgetown, TX 78626, USA","101 Schuster Ct, Georgetown, TX 78626, USA",890,71,98,21.30606061,1.38028169
5433,4873,"101 Schuster Ct, Georgetown, TX 78626, USA","3173 Rockride Ln, Georgetown, TX 78626, USA",890,74,97,21.52346939,1.310810811
5434,5426,"2601 Co Rd 100, Hutto, TX 78634, USA","2031 Co Rd 105, Hutto, TX 78634, USA",1212,71,76,37.30441558,1.070422535
5426,5434,"2031 Co Rd 105, Hutto, TX 78634, USA","2601 Co Rd 100, Hutto, TX 78634, USA",1212,73,95,29.92125,1.301369863
7194,5435,"1880 Co Rd 106, Georgetown, TX 78626, USA","5505 TX-29, Georgetown, TX 78626, USA",3090,264,264,27.63509434,1
5435,7194,"5505 TX-29, Georgetown, TX 78626, USA","1880 Co Rd 106, Georgetown, TX 78626, USA",3090,256,255,28.60664063,0.99609375
5437,4615,"540 Co Rd 120, Georgetown, TX 78626, USA","1755 Co Rd 120, Georgetown, TX 78626, USA",2077,128,130,37.57625954,1.015625
4615,5437,"1755 Co Rd 120, Georgetown, TX 78626, USA","540 Co Rd 120, Georgetown, TX 78626, USA",2077,126,127,38.45695313,1.007936508
5431,5432,"3636 Co Rd 100, Hutto, TX 78634, USA","3111 Co Rd 100, Hutto, TX 78634, USA",948,50,50,44.05411765,1
5432,5431,"3111 Co Rd 100, Hutto, TX 78634, USA","3636 Co Rd 100, Hutto, TX 78634, USA",948,51,54,40.85018182,1.058823529
6730,1220,"600 Co Rd 128, Hutto, TX 78634, USA","1700 FM1660, Hutto, TX 78634, USA",1064,45,50,49.44470588,1.111111111
1220,6730,"1700 FM1660, Hutto, TX 78634, USA","600 Co Rd 128, Hutto, TX 78634, USA",6212,389,499,29.44488,1.28277635
5445,5444,"6601 Casiano Cove, Round Rock, TX 78665, USA","3430 Francisco Way, Round Rock, TX 78665, USA",1378,112,122,26.55170732,1.089285714
5444,5445,"3430 Francisco Way, Round Rock, TX 78665, USA","6601 Casiano Cove, Round Rock, TX 78665, USA",1378,117,135,24.01367647,1.153846154
5444,5443,"3430 Francisco Way, Round Rock, TX 78665, USA","341 Co Rd 117, Round Rock, TX 78665, USA",1347,105,120,26.38338843,1.142857143
5443,5444,"341 Co Rd 117, Round Rock, TX 78665, USA","3430 Francisco Way, Round Rock, TX 78665, USA",1347,103,110,28.76027027,1.067961165
4892,5442,"981 N Red Bud Ln, Round Rock, TX 78665, USA","1242 Chad Dr, Round Rock, TX 78665, USA",687,88,117,13.79822034,1.329545455
5442,4892,"1242 Chad Dr, Round Rock, TX 78665, USA","981 N Red Bud Ln, Round Rock, TX 78665, USA",687,97,133,12.15067164,1.371134021
6828,5447,"1782 Co Rd 107, Texas, USA","2 Co Rd 107, Georgetown, TX 78626, USA",3245,188,299,25.6355,1.590425532
5447,6828,"2 Co Rd 107, Georgetown, TX 78626, USA","1782 Co Rd 107, Texas, USA",8605,449,526,38.69800759,1.171492205
5440,5454,"Lawhon Ln, Georgetown, TX 78626, USA","50806 Indian Creek Dr, Georgetown, TX 78626, USA",4524,294,394,27.144,1.340136054
5454,5440,"50806 Indian Creek Dr, Georgetown, TX 78626, USA","Lawhon Ln, Georgetown, TX 78626, USA",2969,162,173,40.43982759,1.067901235
5433,4906,"101 Schuster Ct, Georgetown, TX 78626, USA","200 Carlson Cove, Georgetown, TX 78626, USA",1797,123,162,26.12815951,1.317073171
4906,5433,"200 Carlson Cove, Georgetown, TX 78626, USA","101 Schuster Ct, Georgetown, TX 78626, USA",1797,123,149,28.3926,1.211382114
5931,4613,"2080 FM 972, Georgetown, TX 78626, USA","40205 Heritage Hollow, Georgetown, TX 78626, USA",925,40,46,46.64361702,1.15
4613,5931,"40205 Heritage Hollow, Georgetown, TX 78626, USA","2080 FM 972, Georgetown, TX 78626, USA",1011,90,101,23.49088235,1.122222222
7198,5429,"4751 FM1660, Hutto, TX 78634, USA","5120 Co Rd 100, Hutto, TX 78634, USA",1727,116,117,34.68635593,1.00862069
5429,7198,"5120 Co Rd 100, Hutto, TX 78634, USA","4751 FM1660, Hutto, TX 78634, USA",1727,112,112,36.22115044,1
5459,5460,"125 Plantain Dr, Hutto, TX 78634, USA","4199 FM1660, Hutto, TX 78634, USA",1811,86,98,43.35424242,1.139534884
5460,5459,"4199 FM1660, Hutto, TX 78634, USA","125 Plantain Dr, Hutto, TX 78634, USA",1811,83,84,50.49494118,1.012048193
5429,5427,"5120 Co Rd 100, Hutto, TX 78634, USA","4917 Co Rd 100, Hutto, TX 78634, USA",1234,89,90,32.13824176,1.011235955
5427,5429,"4917 Co Rd 100, Hutto, TX 78634, USA","5120 Co Rd 100, Hutto, TX 78634, USA",1234,88,89,32.49533333,1.011363636
6729,5431,"4050 Co Rd 100, Hutto, TX 78634, USA","3636 Co Rd 100, Hutto, TX 78634, USA",612,29,30,46.7883871,1.034482759
5431,6729,"3636 Co Rd 100, Hutto, TX 78634, USA","4050 Co Rd 100, Hutto, TX 78634, USA",612,31,30,46.7883871,0.967741935
5458,5462,"102 E Live Oak St, Hutto, TX 78634, USA","6020 FM1660, Hutto, TX 78634, USA",1362,103,158,20.30150943,1.533980583
5462,5458,"6020 FM1660, Hutto, TX 78634, USA","102 E Live Oak St, Hutto, TX 78634, USA",1362,105,142,22.57300699,1.352380952
5463,5458,"103 Front St, Hutto, TX 78634, USA","102 E Live Oak St, Hutto, TX 78634, USA",491,88,103,11.18913462,1.170454545
5458,5463,"102 E Live Oak St, Hutto, TX 78634, USA","103 Front St, Hutto, TX 78634, USA",491,91,117,9.861610169,1.285714286
7257,5459,"2006 Cockrill Cove, Hutto, TX 78634, USA","125 Plantain Dr, Hutto, TX 78634, USA",538,33,38,32.69384615,1.151515152
5459,7257,"125 Plantain Dr, Hutto, TX 78634, USA","2006 Cockrill Cove, Hutto, TX 78634, USA",538,37,46,27.12893617,1.243243243
5460,1218,"4199 FM1660, Hutto, TX 78634, USA","18 Co Rd 133, Hutto, TX 78634, USA",1429,64,72,46.39356164,1.125
1218,5460,"18 Co Rd 133, Hutto, TX 78634, USA","4199 FM1660, Hutto, TX 78634, USA",1429,69,79,42.334125,1.144927536
1191,1218,"785 Co Rd 394, Hutto, TX 78634, USA","18 Co Rd 133, Hutto, TX 78634, USA",1784,112,111,37.75071429,0.991071429
1218,1191,"18 Co Rd 133, Hutto, TX 78634, USA","785 Co Rd 394, Hutto, TX 78634, USA",1784,111,110,38.09081081,0.990990991
7197,5467,"951 FM1660, Hutto, TX 78634, USA","33 Jonah Spur, Georgetown, TX 78626, USA",1427,77,82,40.74686747,1.064935065
5467,7197,"33 Jonah Spur, Georgetown, TX 78626, USA","951 FM1660, Hutto, TX 78634, USA",1472,103,111,31.14857143,1.077669903
5432,5434,"3111 Co Rd 100, Hutto, TX 78634, USA","2601 Co Rd 100, Hutto, TX 78634, USA",906,48,48,43.82081633,1
5434,5432,"2601 Co Rd 100, Hutto, TX 78634, USA","3111 Co Rd 100, Hutto, TX 78634, USA",906,51,57,37.02103448,1.117647059
5436,5437,"6650 TX-29, Georgetown, TX 78626, USA","540 Co Rd 120, Georgetown, TX 78626, USA",911,66,77,27.68038462,1.166666667
5437,5436,"540 Co Rd 120, Georgetown, TX 78626, USA","6650 TX-29, Georgetown, TX 78626, USA",908,76,79,26.8995,1.039473684
1220,5464,"1700 FM1660, Hutto, TX 78634, USA","1235 FM 685, Hutto, TX 78634, USA",542,22,25,49.40538462,1.136363636
5464,1220,"1235 FM 685, Hutto, TX 78634, USA","1700 FM1660, Hutto, TX 78634, USA",542,22,26,47.57555556,1.181818182
4601,5467,"200 Co Rd 191, Georgetown, TX 78626, USA","33 Jonah Spur, Georgetown, TX 78626, USA",3184,271,279,26.95028571,1.029520295
5467,4601,"33 Jonah Spur, Georgetown, TX 78626, USA","200 Co Rd 191, Georgetown, TX 78626, USA",2978,205,204,34.42858537,0.995121951
6728,5470,"5700 Co Rd 234, Jarrell, TX 76537, USA","3998 Co Rd 234, Jarrell, TX 76537, USA",1868,105,110,39.88432432,1.047619048
5470,6728,"3998 Co Rd 234, Jarrell, TX 76537, USA","5700 Co Rd 234, Jarrell, TX 76537, USA",1868,98,117,37.51830508,1.193877551
6727,5471,"6501 Co Rd 239, Jarrell, TX 76537, USA","4208 FM487, Jarrell, TX 76537, USA",1610,76,78,48.3,1.026315789
5471,6727,"4208 FM487, Jarrell, TX 76537, USA","6501 Co Rd 239, Jarrell, TX 76537, USA",1610,80,100,37.77920792,1.25
5479,5482,"35 Co Rd 150, Georgetown, TX 78626, USA","1150 Co Rd 150, Georgetown, TX 78626, USA",1791,108,108,38.94192661,1
5482,5479,"1150 Co Rd 150, Georgetown, TX 78626, USA","35 Co Rd 150, Georgetown, TX 78626, USA",1791,109,109,38.58790909,1
5484,5483,"1950 Co Rd 146, Georgetown, TX 78633, USA","56 Co Rd 146, Georgetown, TX 78633, USA",3337,234,234,33.654,1
5483,5484,"56 Co Rd 146, Georgetown, TX 78633, USA","1950 Co Rd 146, Georgetown, TX 78633, USA",3337,245,245,32.14914634,1
4603,4586,"907 Jennings Branch, Georgetown, TX 78633, USA","7401 Ranch Rd 2338, Georgetown, TX 78633, USA",2261,163,193,27.62149485,1.18404908
