,0
"(30.52206374113429, -97.95936936591414)",185
152416447,185
"(30.523722041342218, -97.95818646313339)",185
152416452,185
"(30.342824052149542, -97.98269092695344)",230
152416459,230
"(30.341295052243474, -97.98288492745607)",230
152416500,230
"(30.30524393823959, -97.72260766209345)",484
152416505,484
"(30.304678038657354, -97.72141755967604)",484
152416507,484
"(30.3040505391204, -97.72009785699697)",484
152416509,484
"(30.389975777419306, -97.88991041537243)",459
152416515,459
"(30.39070137769239, -97.88880321289439)",459
152416519,459
"(30.38977557984355, -97.88233449864043)",459
152416538,459
"(30.288190161982715, -97.64784221223906)",87
152416542,87
"(30.289302162705646, -97.64484320628111)",87
152416557,87
"(30.29181926208718, -97.64595720840008)",87
152416564,87
"(30.20511441137072, -97.84691922714143)",442
152416572,442
"(30.204425611522694, -97.84668262664623)",442
152416576,442
"(30.20317751141839, -97.84744192832697)",442
152416579,442
"(30.245344242563412, -97.73142608203793)",95
152416589,95
"(30.243908242460453, -97.73232438392688)",95
152416592,95
"(30.455131055057983, -97.60073671409684)",248
152416602,248
"(30.45433935557849, -97.59917361111049)",248
152416604,248
"(30.453150056341485, -97.59689370676006)",248
152416607,248
"(30.22313010911183, -97.84774162843891)",50
152416683,50
"(30.434053105973064, -97.7814574795245)",464
152416691,464
"(30.43462260584384, -97.78167427995756)",464
152416693,464
"(30.216487127646968, -97.79117850743583)",324
152416698,324
"(30.215624127337943, -97.79248931023166)",324
152416702,324
"(30.215366927267514, -97.79281001091715)",324
152416704,324
"(30.466701009673162, -98.07082412974046)",412
152416709,412
"(30.468417009284607, -98.07146013119336)",412
152416722,412
"(30.155782150507793, -97.7394854009996)",114
152416732,114
"(30.154459150413654, -97.74029640270466)",114
152416735,114
"(30.380362026184073, -97.73399678284285)",420
152416743,420
"(30.381766126211048, -97.7333543814684)",420
152416745,420
"(30.383639626227712, -97.73256217976855)",420
152416747,420
"(30.298278151674435, -97.67951127497575)",99
152416755,99
"(30.298851151897665, -97.67850727294358)",99
152416757,99
"(30.299535152523333, -97.67606626802954)",99
152416765,99
"(30.30002015257418, -97.67569226726485)",99
152416767,99
"(30.30020715266919, -97.67528726644781)",99
152416769,99
"(30.19510230738166, -97.86279166197342)",195
152416778,195
"(30.195614807269575, -97.86296416233728)",195
152416781,195
"(30.345487031000168, -98.04409027072062)",140
152416790,140
"(30.34779173142778, -98.04217596609092)",140
152416800,140
"(30.211737147019964, -97.72957237917234)",419
152416811,419
"(30.220135131231775, -97.77824248006759)",324
152416817,324
"(30.220700130808414, -97.77940748250103)",324
152416821,324
"(30.22151213002146, -97.78165948721644)",324
152416830,324
"(30.222001129674492, -97.78260348919042)",324
152416831,324
"(30.222491129308477, -97.78360849129376)",324
152416833,324
"(30.222928128972487, -97.78453549323515)",324
152416838,324
"(30.223320128648293, -97.78544049513226)",324
152416843,324
"(30.22327112825194, -97.78674049787571)",324
152416848,324
"(30.223097127988044, -97.78765749981577)",324
152416849,324
"(30.222919127737455, -97.78853250166809)",324
152416852,324
"(30.222441127105924, -97.79074650635903)",324
152416855,324
"(30.22220512686358, -97.79161450820081)",97
152416857,97
"(30.216939133324864, -97.77262546836621)",183
152416866,183
"(30.217678132786983, -97.77410047143876)",183
152416868,183
"(30.218035132543534, -97.77475947281141)",183
152416871,183
"(30.21877613193306, -97.7764684763783)",183
152416873,183
"(30.21898583174505, -97.77700137749163)",183
152416876,183
"(30.219096131637894, -97.7773084781337)",183
152416879,183
"(30.275480038604105, -98.04255906943443)",189
152416884,189
"(30.276147038439433, -98.04283807007621)",189
152416897,189
"(30.278678038010614, -98.04333407117507)",189
152416903,189
"(30.279444037754104, -98.04384807237213)",189
152416904,189
"(30.279875037352646, -98.0448750747993)",189
152416906,189
"(30.278751036745014, -98.04694307975272)",189
152416924,189
"(30.327072148005588, -97.68045367591267)",272
152416930,272
"(30.32698114817287, -97.6799112748273)",272
152416932,272
"(30.494607055173365, -97.92457678832784)",102
152416940,102
"(30.496245754489088, -97.92617959185873)",102
152416957,102
"(30.29715323434377, -97.73886479576856)",220
152416963,220
"(30.258121136127563, -97.74791441569143)",201
152416972,201
"(30.25721313595352, -97.7488374176313)",201
152416974,201
"(30.47482803624655, -97.98940893720199)",81
152416978,81
"(30.475708036953097, -97.9869879315569)",81
152416996,81
"(30.29696916258384, -97.6420512005298)",466
152417004,466
"(30.297241362595095, -97.64189710021735)",466
152417006,466
"(30.297740262596925, -97.64168079977502)",466
152417008,466
"(30.3898178428889, -97.67248805770724)",286
152417017,286
"(30.392449341851474, -97.67503936271184)",286
152417065,286
"(30.393310742640438, -97.67191275642519)",286
152417108,286
"(30.39206707767035, -97.88840671196465)",459
152417218,459
"(30.3927170770291, -97.89020471591829)",459
152417226,459
"(30.392935076856208, -97.89067471695041)",459
152417230,459
"(30.51350327180233, -97.86497285526707)",109
152417259,109
"(30.232241073269304, -97.95427386525142)",270
152417267,270
"(30.234697073207666, -97.95368386383677)",270
152417287,270
"(30.478281249221073, -97.6119273348056)",282
152417294,282
"(30.476976150203523, -97.60889612897775)",282
152417297,282
"(30.476779250342304, -97.60847322816596)",282
152417300,282
"(30.29913316607011, -97.62883317449085)",224
152417307,224
"(30.206613104718404, -97.86712067114496)",195
152417315,195
"(30.206079005112297, -97.86608176888399)",195
152417324,195
"(30.214786120335372, -97.8152155585906)",475
152417332,475
"(30.214517120352063, -97.81525855868983)",475
152417337,475
"(30.468650158565413, -97.58169707691582)",428
152417345,428
"(30.467082158547466, -97.5824730784674)",428
152417353,428
"(30.173868513836194, -97.85003313469942)",373
152417358,373
"(30.434745039734363, -97.99137084348231)",342
152417382,342
"(30.43532203959943, -97.99159794398483)",342
152417384,342
"(30.436968039257337, -97.9921169451196)",342
152417386,342
"(30.437768039079202, -97.99240494575415)",342
152417389,342
"(30.438549038906697, -97.99268194636397)",342
152417392,342
"(30.439769038647466, -97.99308394724544)",84
152417395,84
"(30.444374098440804, -97.802667523955)",94
152417406,94
"(30.4442194985959, -97.80221092299111)",94
152417409,94
"(30.298971153110422, -97.67426616444392)",99
152417416,99
"(30.301617152543862, -97.6751442661158)",99
152417425,99
"(30.241355454464518, -97.69292530371324)",123
152417432,123
"(30.240420154903735, -97.69180630148168)",123
152417433,123
"(30.388862041452, -97.67792056861862)",286
152417436,286
"(30.38944434121055, -97.67852566980977)",286
152417438,286
"(30.4347896033139, -97.79005569762461)",464
152417446,464
"(30.435346003135948, -97.79043949841284)",464
152417451,464
"(30.43641710269035, -97.79152150065609)",464
152417460,464
"(30.437341501735997, -97.79435040660323)",464
152417479,464
"(30.438144101630037, -97.79440250668058)",464
152417482,464
"(30.44104850140571, -97.79406180583976)",464
152417498,464
"(30.437070092267987, -97.82568257343398)",234
152417508,234
"(30.437015691888195, -97.82694497614897)",234
152417523,234
"(30.436890791580502, -97.82799637841465)",234
152417542,234
"(30.43691809134643, -97.82875158003792)",234
152417561,234
"(30.437252091117774, -97.82937758137109)",234
152417562,234
"(30.318071589448838, -97.53553739515677)",473
152417573,473
"(30.37704907044651, -97.91604077405472)",425
152417578,425
"(30.37778107027142, -97.91634077469932)",425
152417582,425
"(30.380277069411452, -97.91817877872504)",425
152417595,425
"(30.473947231360636, -97.67820826577865)",227
152417600,227
"(30.47578113144199, -97.67715526359021)",357
152417607,357
"(30.42280412223839, -97.7307511745305)",215
152417613,215
"(30.190733133484073, -97.78179248831628)",279
152417622,279
"(30.184263475404855, -97.64441040843735)",413
152417626,413
"(30.183468675505036, -97.64439360842451)",413
152417627,413
"(30.180080575569686, -97.64557261083743)",413
152417633,413
"(30.189682144567936, -97.74610761385085)",493
152417639,493
"(30.190112144576453, -97.74591651344417)",493
152417641,493
"(30.315119147137935, -97.68831129211462)",365
152417649,365
"(30.31530314724201, -97.6878782912363)",365
152417651,365
"(30.447120134348257, -97.67879326807486)",101
152417658,101
"(30.447824134381328, -97.67838426722591)",101
152417661,101
"(30.207813100336566, -97.88025039996081)",292
152417671,292
"(30.208349800296748, -97.88019239981871)",292
152417673,292
"(30.210109100303335, -97.87957969842167)",292
152417686,292
"(30.210964100208884, -97.87958269840536)",292
152417695,292
"(30.21154780020947, -97.8793841979524)",292
152417703,292
"(30.434232091283363, -97.82993058268535)",234
152417714,234
"(30.43505109094561, -97.83073658438701)",234
152417720,234
"(30.30858565182383, -97.67478556517001)",429
152417723,429
"(30.30856655207761, -97.67391396342632)",429
152417726,429
"(30.30865475238963, -97.67279606118724)",429
152417732,429
"(30.309087152850008, -97.67102125762526)",429
152417736,429
"(30.220745600620734, -97.8750067880692)",10
152417747,10
"(30.2210771002155, -97.87614769056901)",292
152417749,292
"(30.19115009670073, -97.89694673733337)",130
152417755,130
"(30.30124415015329, -97.6835502829904)",99
152417760,99
"(30.301080150349648, -97.68294028176979)",99
152417763,99
"(30.445294063991597, -97.91339776541275)",330
152417768,330
"(30.444628064119577, -97.91321976504258)",330
152417774,330
"(30.442280064716073, -97.91213676271893)",330
152417780,330
"(30.39992906454089, -97.9267687972689)",100
152417790,100
"(30.40057806419552, -97.92762379916877)",100
152417792,100
"(30.310349148712575, -97.68481928524382)",365
152417794,365
"(30.31092914873534, -97.68450528459317)",365
152417796,365
"(30.24401935468987, -97.691092799938)",123
152417804,123
"(30.240387954387508, -97.69357370505044)",123
152417814,123
"(30.238612054262905, -97.69470590738872)",123
152417816,123
"(30.238099254230843, -97.6950193080367)",123
152417818,123
"(30.2375871542031, -97.69531770865451)",123
152417821,123
"(30.236211354107514, -97.69619031045792)",123
152417824,123
"(30.235571154047236, -97.69664971140523)",123
152417826,123
"(30.235354154029178, -97.69679731170994)",123
152417828,123
"(30.234555153965708, -97.69733041281111)",123
152417829,123
"(30.233705953902096, -97.69788371395482)",123
152417830,123
"(30.232322153794907, -97.69879671584211)",300
152417833,300
"(30.23107365370741, -97.69958861748093)",300
152417840,300
"(30.23073615368334, -97.69980401792675)",300
152417841,300
"(30.230076553637687, -97.70022001878806)",300
152417844,300
"(30.228788253547076, -97.70103722048019)",298
152417847,298
"(30.228025353494772, -97.70151622147254)",298
152417850,298
"(30.227253653440933, -97.70200372248252)",298
152417853,298
"(30.226495353386397, -97.70248802348583)",298
152417857,298
"(30.225729353332632, -97.70297252448992)",298
152417860,298
"(30.220675952969497, -97.7061918311657)",258
152417866,258
"(30.22020205277712, -97.70702593287368)",258
152417877,258
"(30.220193352736914, -97.70716463315583)",258
152417881,258
"(30.215094152373315, -97.71039133985909)",258
152417902,258
"(30.210003851954262, -97.713790446922)",258
152417920,258
"(30.219761852838708, -97.7069921328171)",258
152417948,258
"(30.21495035244702, -97.71020043947448)",258
152417963,258
"(30.24441155493455, -97.69010269792985)",123
152417990,123
"(30.242734754896084, -97.6909055995977)",123
152418009,123
"(30.242449454525893, -97.69227910237719)",123
152418013,123
"(30.242756854556706, -97.69205130190852)",123
152418016,123
"(30.24388085463187, -97.69134570045219)",123
152418019,123
"(30.47480301963082, -98.03921305391269)",176
152418049,176
"(30.45350392110299, -98.04120025956614)",176
152418127,176
"(30.452971921210672, -98.04104065921062)",176
152418133,176
"(30.44712602121269, -98.04276806356283)",176
152418173,176
"(30.058859176160365, -97.69235930684425)",115
152418186,115
"(30.06015517482365, -97.69627431472802)",115
152418236,115
"(30.365634062865936, -97.94310883550557)",2
152418245,2
"(30.36876096046012, -97.94943994977298)",2
152418253,2
"(30.353586537035497, -97.70755182972563)",328
152418260,328
"(30.354107037099002, -97.70712562884079)",328
152418263,328
"(30.432872737660837, -97.99818755939411)",342
152418268,342
"(30.440926047226835, -97.6354678823407)",404
152418274,404
"(30.44179314725295, -97.63500018138689)",404
152418276,404
"(30.326348147725426, -97.68171927847811)",272
152418286,272
"(30.326066147890646, -97.68126227757001)",272
152418289,272
"(30.414499809132305, -97.77829577366113)",85
152418296,85
"(30.414827109005362, -97.77859587427882)",85
152418298,85
"(30.17614232088089, -97.82719908528608)",416
152418304,416
"(30.33029915511922, -97.6543092236536)",250
152418332,250
"(30.33266315444499, -97.65568922630922)",250
152418339,250
"(30.337453154451183, -97.6536652221314)",250
152418346,250
"(30.18906512079441, -97.8229095757482)",221
152418352,221
"(30.187940120709616, -97.82357557720621)",221
152418358,221
"(30.18702712062914, -97.82415257846809)",221
152418362,221
"(30.186255120560624, -97.82464157953767)",221
152418364,221
"(30.18548112049546, -97.82512058058609)",221
152418366,221
"(30.37078493834802, -97.696108505905)",380
152418375,380
"(30.349987115656095, -97.78091448159051)",284
152418396,284
"(30.2532107479143, -97.7104022387972)",308
152418399,308
"(30.25411064793493, -97.7099777379065)",308
152418401,308
"(30.255010347951686, -97.7095661370422)",308
152418403,308
"(30.255917947970673, -97.70914373615577)",308
152418406,308
"(30.263212148082687, -97.70587932930101)",492
152418417,492
"(30.264891148116696, -97.70509832766403)",492
152418420,492
"(30.265767148147507, -97.70464632671978)",492
152418422,492
"(30.26671314815086, -97.70425932590545)",492
152418431,492
"(30.268100148186285, -97.70358832450147)",492
152418434,492
"(30.42727303513178, -98.00748098129338)",13
152418441,13
"(30.427950035195014, -98.00708498034022)",84
152418444,84
"(30.340321047543917, -97.99715996058143)",389
152418451,389
"(30.33681644687893, -98.0001985677772)",389
152418475,389
"(30.33647464622303, -98.00224127254882)",389
152418480,389
"(30.337620745988115, -98.00258647331309)",389
152418511,389
"(30.21228260957521, -97.85005243375396)",82
152418523,82
"(30.21209670937239, -97.85075113527759)",82
152418525,82
"(30.366258131006035, -97.72313436106216)",194
152418532,194
"(30.367794130815106, -97.72317836109626)",194
152418534,194
"(30.479658037178027, -97.98506292692734)",81
152418539,81
"(30.480352037085567, -97.98512592704185)",81
152418541,81
"(30.222991165060556, -97.66412424648134)",174
152418546,174
"(30.222372164915775, -97.66487524799453)",174
152418550,174
"(30.221278164692837, -97.66608825044223)",174
152418552,174
"(30.320507650854026, -97.67326146172405)",12
152418562,12
"(30.323292950109206, -97.67470486451836)",12
152418575,12
"(30.40564506282413, -97.93019880477198)",100
152418581,100
"(30.46429714408986, -97.63672218384198)",472
152418588,472
"(30.464352144204998, -97.6362820829748)",472
152418590,472
"(30.434416606568522, -97.77932707502883)",464
152418619,464
"(30.436344806119788, -97.78009897657311)",464
152418628,464
"(30.43729320581267, -97.78076797794141)",464
152418633,464
"(30.352718164555593, -97.61119013826841)",156
152418643,156
"(30.35330016445922, -97.6112841384304)",156
152418646,156
"(30.354014164288646, -97.61158813899553)",156
152418650,156
"(30.35639716402846, -97.61148913871858)",156
152418686,156
"(30.437547593345908, -97.82197746546176)",234
152418745,234
"(30.28075552204386, -97.78571719402183)",450
152418750,450
"(30.461968037224338, -97.99046694022145)",325
152418756,325
"(30.457359036094452, -97.99531695167714)",325
152418788,325
"(30.444817150614355, -97.6215211548769)",283
152418796,283
"(30.443914151171747, -97.61988915173022)",283
152418806,283
"(30.1830253088398, -97.86239716141812)",373
152418812,373
"(30.18260110896907, -97.86214166087034)",373
152418814,373
"(30.180369110061466, -97.85952065520169)",373
152418824,373
"(30.17969541023977, -97.85919855451546)",373
152418827,373
"(30.360527615625784, -97.77705657310214)",284
152418834,284
"(30.360117915635897, -97.77717727337047)",284
152418836,284
"(30.35974531571867, -97.77704307310208)",284
152418840,284
"(30.359425915815606, -97.77684197269127)",284
152418843,284
"(30.31585315749814, -97.65199621955809)",177
152418850,177
"(30.31456515806593, -97.65054221672273)",177
152418871,177
"(30.372401082474624, -97.87998969412851)",110
152418875,110
"(30.373046082576863, -97.87944569290596)",110
152418890,110
"(30.284068143782463, -97.71219234150104)",482
152418898,482
"(30.28533834355502, -97.71246094200833)",184
152418900,184
"(30.214214112045568, -97.84163661544862)",167
152418903,167
"(30.213548111978845, -97.84207861642352)",167
152418905,167
"(30.213438411481345, -97.8436788198924)",82
152418914,82
"(30.214115110969683, -97.84504862284304)",82
152418916,82
"(30.357431135832783, -97.71013933485139)",80
152418923,80
"(30.359121235943302, -97.70908503264542)",80
152418924,80
"(30.3088341484327, -97.68639828847061)",365
152418929,365
"(30.309580148440993, -97.68606728777989)",365
152418935,365
"(30.310631148429877, -97.6856792869645)",365
152418940,365
"(30.31163954842112, -97.68530028616865)",365
152418949,365
"(30.31201914843678, -97.68509228573774)",365
152418951,365
"(30.31234304853347, -97.68462728479176)",365
152418953,365
"(30.312652148632456, -97.6841602838425)",365
152418956,365
"(30.31280354867444, -97.6839538834225)",365
152418958,365
"(30.313508149043084, -97.68239478026594)",365
152418961,365
"(30.314749149322967, -97.68092227726764)",365
152418965,365
"(30.348784090948886, -97.8613406540754)",226
152418975,226
"(30.350021090969115, -97.86084565294999)",226
152418979,226
"(30.219734910665373, -97.8440470205189)",50
152418984,50
"(30.223446511027237, -97.84161451514818)",433
152418986,433
"(30.225847610869028, -97.84127321434285)",433
152418994,433
"(30.22693111041083, -97.84233661661476)",433
152419002,433
"(30.22883710987671, -97.84335161875987)",433
152419011,433
"(30.22921110984412, -97.84332361868874)",433
152419014,433
"(30.216398610328262, -97.84626602542131)",82
152419025,82
"(30.232581010407984, -97.84036981219924)",433
152419033,433
"(30.34095113705442, -97.71252694029648)",328
152419048,328
"(30.342581136280206, -97.71452234430734)",328
152419052,328
"(30.28112484015623, -97.72558656896864)",184
152419055,184
"(30.28129284043068, -97.72459776693658)",184
152419057,184
"(30.28145834070231, -97.72361896492598)",184
152419061,184
"(30.281612040976363, -97.72263606290828)",184
152419062,184
"(30.281780941246744, -97.72165896090289)",184
152419063,184
"(30.28196714152047, -97.72066335886005)",184
152419065,184
"(30.282107141789194, -97.71970215688998)",184
152419068,184
"(30.282282542061996, -97.71871285486225)",184
152419071,184
"(30.282441842328506, -97.71775045289087)",184
152419073,184
"(30.282625042622687, -97.71668475070874)",184
152419074,184
"(30.283578435871526, -97.73899709647378)",88
152419083,88
"(30.28319743735237, -97.73419048657978)",437
152419091,437
"(30.283195737401208, -97.73402758624451)",437
152419094,437
"(30.276370111463727, -97.82151157028179)",362
152419101,362
"(30.277771110851468, -97.82297057336814)",362
152419105,362
"(30.278264110527036, -97.82383257520297)",362
152419116,362
"(30.27870711016122, -97.82484457736228)",362
152419119,362
"(30.271414751739, -97.69016189724238)",196
152419128,196
"(30.272531151831927, -97.68939489566188)",196
152419130,196
"(30.198601108416025, -97.85838265225429)",195
152419134,195
"(30.19778510839992, -97.8587126529955)",195
152419143,195
"(30.19641110843115, -97.85908665384727)",195
152419154,195
"(30.354450649137455, -97.98807803899554)",104
152419159,104
"(30.354025049222837, -97.98795493872596)",104
152419165,104
"(30.2329930791788, -97.93635082452528)",458
152419184,458
"(30.29944415008138, -97.68452828501498)",99
152419189,99
"(30.29944215021581, -97.68406628408606)",99
152419192,99
"(30.407044017810403, -97.75198571900667)",368
152419202,368
"(30.407332817832604, -97.75179881860751)",368
152419205,368
"(30.17431311909746, -97.83344459877914)",416
152419213,416
"(30.175156119148724, -97.83298859777521)",416
152419216,416
"(30.176049118712484, -97.83404460003041)",416
152419225,416
"(30.176074118565573, -97.83449660100487)",416
152419228,416
"(30.176015418352637, -97.83518470249109)",416
152419235,416
"(30.34487062401616, -97.75506212770311)",118
152419246,118
"(30.345138123778817, -97.75575342913102)",118
152419249,118
"(30.272268615756353, -97.8092024440872)",362
152419258,362
"(30.27252121546723, -97.81004194586977)",362
152419259,362
"(30.272560415131974, -97.8111067481404)",362
152419261,362
"(30.42480403316763, -98.01408799685512)",13
152419270,13
"(30.319325122866527, -97.7686014568178)",186
152419272,186
"(30.319382122656034, -97.76927645822828)",186
152419280,186
"(30.43598335114769, -97.62343185896445)",283
152419286,283
"(30.43554515145318, -97.6225147571912)",283
152419288,283
"(30.435117051757327, -97.62159795541889)",283
152419290,283
"(30.252469110231207, -97.833936597728)",198
152419303,198
"(30.24943711084559, -97.83305859592377)",198
152419306,198
"(30.248714111057893, -97.83264059504381)",198
152419308,198
"(30.24828111130346, -97.83201459370724)",198
152419310,198
"(30.274355037323936, -98.04655607896929)",189
152419319,189
"(30.275258037265925, -98.04646107871523)",189
152419330,189
"(30.2761965372976, -98.04609867782396)",189
152419334,189
"(30.27658403732809, -98.04589907733715)",189
152419338,189
"(30.27757303730111, -98.04569007680922)",189
152419342,189
"(30.278689037093855, -98.04596107741872)",189
152419350,189
"(30.44898764876053, -97.62643546430739)",283
152419359,283
"(30.448614748754128, -97.62662076468509)",283
152419361,283
"(30.44600874861197, -97.62826666801243)",283
152419364,283
"(30.036191173764646, -97.70904734103945)",280
152419371,280
"(30.05007117681054, -97.69364680959818)",115
152419394,115
"(30.291299997504655, -97.86057475434833)",154
152419414,154
"(30.29128689698645, -97.86220975792065)",154
152419416,154
"(30.219238131031016, -97.77922548215854)",324
152419420,324
"(30.21965713072338, -97.78006848391982)",324
152419425,324
"(30.42787185392005, -97.61690664656335)",148
152419435,148
"(30.470069847262714, -97.62269665612496)",72
152419526,72
"(30.19035801884979, -97.82858968791994)",221
152419535,221
"(30.18990091901054, -97.82824408718811)",221
152419537,221
"(30.255879633993384, -97.75582423217713)",201
152419544,201
"(30.256397533602332, -97.7569181344372)",201
152419547,201
"(30.45919743195835, -97.68222187445441)",377
152419554,377
"(30.459846232056414, -97.68160667319195)",377
152419562,377
"(30.37934464448382, -97.99427895244847)",170
152419567,170
"(30.36448004634531, -97.99330695075102)",309
152419584,309
"(30.364849046651116, -97.99228194835833)",309
152419588,309
"(30.36434104709373, -97.99111894567932)",309
152419615,309
"(30.360585515314977, -97.77806507521868)",284
152419625,284
"(30.211138108234103, -97.85463764375974)",82
152419632,82
"(30.21085350847413, -97.8539867423501)",82
152419641,82
"(30.47449014208349, -97.63958318903872)",229
152419650,229
"(30.479104642352922, -97.63661638300732)",229
152419661,229
"(30.481537142487472, -97.63507617987737)",229
152419669,229
"(30.48427014263475, -97.63335717638554)",229
152419677,229
"(30.342327107405403, -97.81078554515474)",335
152419685,335
"(30.342861107459033, -97.81041654434868)",335
152419688,335
"(30.346127107758058, -97.80825153961709)",43
152419697,43
"(30.347175107860906, -97.80753353805)",43
152419699,43
"(30.161526148951086, -97.74240740689687)",114
152419708,114
"(30.16132014967707, -97.74010540214749)",114
152419716,114
"(30.160197150768646, -97.7369493956646)",443
152419727,443
"(30.20722113556133, -97.76896246095765)",56
152419733,56
"(30.206813135874032, -97.76809645915687)",56
152419736,56
"(30.206242136380904, -97.76665845616539)",56
152419739,56
"(30.205949136823158, -97.76532645338997)",56
152419745,56
"(30.483890742717907, -97.96678118464418)",260
152419759,260
"(30.48375574283863, -97.96645348389896)",260
152419761,260
"(30.19450714580745, -97.74019440150235)",493
152419767,493
"(30.193913045811247, -97.74040850195976)",493
152419770,493
"(30.460045146036688, -97.6315131737942)",472
152419778,472
"(30.459662146336342, -97.63059317200678)",472
152419784,472
"(30.410468065026247, -97.92178078563464)",100
152419791,100
"(30.41244506514923, -97.9207427832246)",158
152419797,158
"(30.21608773237848, -97.77601757550508)",324
152419805,324
"(30.216601131755596, -97.77784947933858)",324
152419808,324
"(30.217225131469988, -97.7785454807842)",324
152419814,324
"(30.21768613118592, -97.77929648235036)",324
152419825,324
"(30.25853013113164, -97.76424844965192)",201
152419832,201
"(30.259436130496642, -97.76599445327166)",201
152419834,201
"(30.25989853013316, -97.76701445538967)",201
152419836,201
"(30.260186729880587, -97.7677355568888)",201
152419838,201
"(30.26040212950611, -97.76888345928356)",201
152419844,201
"(30.267970644002155, -97.71778875341651)",41
152419850,41
"(30.268059344159244, -97.71722455226141)",41
152419853,41
"(30.30651641851526, -97.78770839739666)",11
152419880,11
"(30.179434612443913, -97.85244583980814)",373
152419904,373
"(30.18019811183348, -97.8540806433471)",373
152419907,373
"(30.182738110513498, -97.85730765031478)",373
152419913,373
"(30.339973118498598, -97.77527547009397)",431
152419919,431
"(30.340302118855497, -97.77397046734468)",431
152419925,431
"(30.340264119137625, -97.77305046541692)",431
152419927,431
"(30.340321119519277, -97.77176446271972)",431
152419929,431
"(30.250739623217594, -97.7929529102183)",134
152419980,134
"(30.25084972301683, -97.79356231150483)",134
152419982,134
"(30.337172711545115, -97.79917992063896)",43
152419989,43
"(30.339939111269832, -97.79906152029116)",43
152420027,43
"(30.385537637679736, -97.69243599793961)",129
152420031,129
"(30.38475413826018, -97.6907382945439)",129
152420032,129
"(30.26224345794675, -97.67257466220725)",339
152420041,339
"(30.2619671590746, -97.66879895467247)",339
152420051,339
"(30.262270561091906, -97.66169984051712)",339
152420060,339
"(30.385890123930455, -97.73948489394598)",420
152420068,420
"(30.310656124346455, -97.76697745371096)",266
152420132,266
"(30.310908124102443, -97.76768935519108)",266
152420134,266
"(30.351313552293483, -97.9796212195616)",230
152420135,230
"(30.34708155321754, -97.97817381637607)",230
152420145,230
"(30.347122152750426, -97.97955911956947)",230
152420153,230
"(30.31194308362658, -97.89689673366514)",119
152420159,119
"(30.312006883526344, -97.89718613430576)",119
152420161,119
"(30.236973041988918, -97.73656679286098)",95
152420164,95
"(30.23676394233721, -97.73548969064778)",95
152420169,95
"(30.391691194570477, -97.48114789200588)",74
152420187,74
"(30.39494809244343, -97.48779220402622)",74
152420194,74
"(30.400894191069085, -97.4902169082431)",74
152420220,74
"(30.40532518796709, -97.50002992609994)",74
152420228,74
"(30.13742028834065, -97.61915256003967)",387
152420238,387
"(30.134327790578542, -97.6126698474933)",387
152420241,387
"(30.12445419557564, -97.59940812202618)",387
152420271,387
"(30.179507128763145, -97.8010243292662)",323
152420432,323
"(30.177717328769, -97.80165093064181)",323
152420441,323
"(30.511601070626863, -97.8694556651707)",438
152420464,438
"(30.38880105357431, -97.96396988218072)",355
152420469,355
"(30.389012053615822, -97.96377688173052)",355
152420471,355
"(30.390318053779886, -97.9628638795895)",355
152420488,355
"(30.390810053973702, -97.96211887786527)",355
152420494,355
"(30.35438981296697, -97.78814159666568)",212
152420502,212
"(30.355025013169783, -97.78723669473284)",212
152420504,212
"(30.35626551304526, -97.7871846945785)",212
152420510,212
"(30.29490812792709, -97.76108544192445)",155
152420521,155
"(30.295711127872686, -97.76096144164015)",155
152420533,155
"(30.396165148973797, -97.64832420943105)",61
152420537,61
"(30.397418149055632, -97.64750220775898)",61
152420539,61
"(30.115814067868904, -97.69755991623337)",205
152420551,205
"(30.114404768056286, -97.69748911612017)",205
152420553,205
"(30.20337171705506, -97.82966488989572)",402
152420560,402
"(30.20383211668331, -97.83067559205978)",402
152420562,402
"(30.4246141564175, -97.60924613180329)",148
152420567,148
"(30.42634315536252, -97.61233013772248)",148
152420579,148
"(30.42714635534325, -97.6120480371426)",148
152420582,148
"(30.428991155446806, -97.61086113476428)",148
152420585,148
"(30.28873409400084, -97.87245168043887)",154
152420592,154
"(30.294848093467802, -97.87202667930976)",154
152420611,154
"(30.294858092881398, -97.87385868333322)",154
152420619,154
"(30.294510092759257, -97.87435968444542)",154
152420620,154
"(30.085992153866663, -97.75480443422062)",55
152420635,55
"(30.085320154371036, -97.75342943137694)",55
152420637,55
"(30.365233096267577, -97.8385546039674)",86
152420646,86
"(30.366418596102175, -97.83866450416144)",86
152420659,86
"(30.46115013224504, -97.6803992707139)",377
152420679,377
"(30.283827254872044, -97.67436776512986)",329
152420683,329
"(30.283939054954477, -97.67403746446539)",329
152420686,329
"(30.367677066684134, -97.9307448074607)",305
152420692,305
"(30.368262066553257, -97.93095580791494)",305
152420694,305
"(30.369932066223434, -97.93142380890866)",305
152420702,305
"(30.379879652944588, -97.96870229337388)",355
152420711,355
"(30.380212052649235, -97.96948989516939)",355
152420713,355
"(30.380653352316216, -97.97035659714311)",355
152420719,355
"(30.381549351882033, -97.97138519947227)",355
152420735,355
"(30.38203505117636, -97.97336190399865)",355
152420739,355
"(30.383038051088025, -97.97331290384753)",355
152420745,355
"(30.383948051013686, -97.97325090367002)",355
152420746,355
"(30.387985051036143, -97.97191190043563)",355
152420751,355
"(30.370471019152948, -98.07104013422637)",332
152420756,332
