,0
1619442963,313
"(30.498667237633338, -97.64527559921166)",98
1619442987,98
"(30.488397149979377, -97.60465432027017)",313
1619465806,313
"(30.48850995118223, -97.60016101157757)",313
1619465815,313
"(30.489114348631126, -97.60930452924991)",313
1619465850,313
"(30.489219049142378, -97.60737522550458)",313
1619465852,313
"(30.48966554855682, -97.60933382928293)",313
1619465863,313
"(30.489755248800115, -97.60839822746455)",313
1619465868,313
"(30.489859849057584, -97.60740322553114)",313
1619465874,313
"(30.49007454929343, -97.60643862365283)",313
1619465880,313
"(30.49027504957435, -97.60531342146503)",313
1619465906,313
"(30.4903483477964, -97.61182933409724)",313
1619465924,313
"(30.49034874938979, -97.60596142271665)",313
1619465928,313
"(30.49054884739978, -97.61319853674864)",313
1619465937,313
"(30.490632648370873, -97.60958992973795)",313
1619465945,313
"(30.490749648665645, -97.60845252752678)",313
1619465952,313
"(30.491059948239855, -97.60988283028775)",313
1619465963,313
"(30.491067647637312, -97.61209623458451)",313
1619465965,313
"(30.491698848433643, -97.60888622832677)",313
1619465995,313
"(30.493129649881116, -97.60290981669031)",313
1619466013,313
"(30.493505150542735, -97.60029561162149)",313
1619466028,313
"(30.494031549853023, -97.6026116160745)",313
1619466037,313
"(30.49433365031116, -97.60078251252612)",313
1619466065,313
"(30.494866450243887, -97.60079351252419)",313
1619466094,313
"(30.49495784953565, -97.60337171750427)",313
1619466103,313
"(30.49501174854843, -97.60699272451224)",313
1619466112,313
"(30.49519194990327, -97.60190821466418)",313
1619466123,313
"(30.495797549655784, -97.602553315885)",313
1619466155,313
"(30.49579994919584, -97.60425211917098)",313
1619466159,313
"(30.49580374944146, -97.60334281741159)",313
1619466163,313
"(30.496077249163644, -97.60424761915021)",313
1619466165,313
"(30.496610049343023, -97.60334721738495)",313
1619466168,313
"(30.496618849520306, -97.60268791610947)",313
1619466171,313
"(30.49712004927583, -97.60336831740352)",313
1619466175,313
"(30.47457475943287, -97.57577356534192)",428
1619485398,428
"(30.475708259520832, -97.57492866368136)",19
1619485406,19
"(30.47579335977673, -97.57393286177788)",19
1619485409,19
"(30.47604765985451, -97.5735258609909)",19
1619485419,19
"(30.47617335924937, -97.57573166519438)",19
1619485420,19
"(30.47775235997879, -97.57228265854857)",19
1619485434,19
"(30.47796455909571, -97.5754905646583)",19
1619485439,19
"(30.47804565934404, -97.57452476281172)",19
1619485443,19
"(30.4781118595466, -97.57373666130555)",19
1619485445,19
"(30.47948585939174, -97.57368956115744)",19
1619485453,19
"(30.48109345978086, -97.57149775691107)",19
1619485483,19
"(30.481543959497277, -97.5723546585248)",19
1619485489,19
"(30.482494659689387, -97.57119995628409)",19
1619485496,19
"(30.48254085948174, -97.57195735772517)",19
1619485497,19
"(30.48314165946065, -97.57176175732684)",19
1619485498,19
"(30.483161959411074, -97.57193835766249)",19
1619485500,19
"(30.470575599468297, -97.78943429481055)",424
1619623761,424
"(30.470942499380644, -97.78958949512254)",424
1619623770,424
"(30.47105179935189, -97.7896445952342)",424
1619623774,424
"(30.473051801475865, -97.78175757851939)",34
1619623785,34
"(30.37544042517256, -97.73935289406377)",420
1619638908,420
"(30.380927324434968, -97.73971139459954)",420
1619638966,420
"(30.382739725378734, -97.73580118646942)",420
1619638989,420
"(30.383393323585697, -97.7416271984628)",420
1619638997,420
"(30.385419425221404, -97.73528598530768)",420
1619639011,420
"(30.38698762275059, -97.74305560127907)",368
1619639015,368
"(30.387697221907747, -97.74563200658095)",368
1619639021,368
"(30.38792872211694, -97.74483440492185)",368
1619639029,368
"(30.388195722471053, -97.74353190221807)",368
1619639031,368
"(30.388886724836425, -97.73523568507332)",79
1619639036,79
"(30.401471925192215, -97.72907127191614)",33
1619639060,33
"(30.402580425384567, -97.72797576962446)",33
1619639063,33
"(30.40300802532601, -97.72800706967216)",33
1619639064,33
"(30.403546725593245, -97.72687966733808)",33
1619639066,33
"(30.403783225497893, -97.72711246780652)",33
1619639067,33
"(30.405592326431634, -97.72319635970995)",33
1619639091,33
"(30.40815712797379, -97.71687604668735)",488
1619639125,488
"(30.40925652841913, -97.71490274261768)",488
1619639145,488
"(30.409500129313134, -97.71172163612448)",488
1619639152,488
"(30.409978529120124, -97.71219583707169)",488
1619639160,488
"(30.411511529566074, -97.71004013262265)",488
1619639174,488
"(30.473630355057498, -97.59247809740039)",428
1624574407,428
"(30.473503254892524, -97.59314619869166)",428
1624574414,428
"(30.471384155456576, -97.59200769658993)",428
1624594863,428
"(30.441652207712977, -97.77273456089458)",261
1626484127,261
"(30.27033333501871, -97.74692691327644)",411
1626547034,411
"(30.278153634971368, -97.74408760715893)",88
1626555827,88
"(30.278460034611385, -97.74516850938546)",88
1626555828,88
"(30.279544233341905, -97.74897521723577)",88
1626555830,88
"(30.277640535699064, -97.7418601025704)",88
1626555831,88
"(30.277845735328164, -97.7430174049557)",88
1626555832,88
"(30.27907063389695, -97.74731141380289)",88
1626555834,88
"(30.275636138046718, -97.73479428805867)",14
1626555835,14
"(30.27753153569916, -97.74190170265976)",88
1626555846,88
"(30.27876493425157, -97.74624901161238)",88
1626555847,88
"(30.275725637951513, -97.73507808864028)",14
1626558582,14
"(30.2773460360412, -97.74083260045722)",88
1626558585,88
"(30.27599093764138, -97.73601239055668)",14
1626558590,14
"(30.275806137857472, -97.73536138922131)",14
1626558592,14
"(30.276971836482968, -97.73950289772381)",88
1626558594,88
"(30.276593736928632, -97.73816089496688)",14
1626558597,14
"(30.276288837290185, -97.73707089272887)",14
1626558600,14
"(30.27478903534159, -97.74414630738465)",88
1626559341,88
"(30.27447873570662, -97.7430501051276)",88
1626559342,88
"(30.275694434269607, -97.74736471401813)",88
1626559343,88
"(30.275088934986893, -97.74521160957923)",88
1626559345,88
"(30.275396134624135, -97.74630041182336)",88
1626559347,88
"(30.274599739305252, -97.73098298024958)",14
1626568620,14
"(30.274813639051096, -97.7317513818227)",14
1626568622,14
"(30.27487173892019, -97.7321672826762)",14
1626568623,14
"(30.319178541072723, -97.70747493075945)",479
1628470053,479
"(30.31997034119222, -97.70675142926235)",479
1628470064,479
"(30.320082140964548, -97.70748413074779)",479
1628470065,479
"(30.320268539267442, -97.7131945423654)",341
1628470068,341
"(30.320326238987878, -97.71412294425625)",341
1628470072,341
"(30.321169041040243, -97.70679242930537)",479
1628470128,479
"(30.3223172423576, -97.70182861919119)",479
1628470183,479
"(30.32305954089618, -97.70653052870941)",479
1628470206,479
"(30.32302874082748, -97.70677752921233)",479
1628470208,479
"(30.324040040571994, -97.70724693013216)",479
1628493048,479
"(30.325235440513925, -97.70696852952581)",479
1628493053,479
"(30.328323240384293, -97.70617932781715)",479
1628493056,479
"(30.330765046811532, -97.6830816810645)",272
1628503970,272
"(30.332231445596506, -97.68668698826534)",272
1628503982,272
"(30.33368434446992, -97.68998769486473)",272
1628503984,272
"(30.211898252277795, -97.71196514315085)",258
1630128213,258
"(30.21207235226885, -97.71192684306807)",258
1630128223,258
"(30.212012951968024, -97.71295814517103)",258
1630128253,258
"(30.21217005227663, -97.71186244293426)",258
1630128257,258
"(30.21220402431049, -97.8034523335774)",475
1630128273,475
"(30.212245452003707, -97.71274764473576)",258
1630128291,258
"(30.21226535195921, -97.71288884502296)",258
1630128298,258
"(30.212623751224765, -97.71520794974218)",258
1630128330,258
"(30.212643524349435, -97.8031688329627)",475
1630128348,475
"(30.21267125229289, -97.7116115424096)",258
1630128357,258
"(30.212758051972756, -97.712650544524)",258
1630128365,258
"(30.213343954150634, -97.70510802916544)",258
1630128457,258
"(30.213543150210256, -97.71824195591171)",258
1630128474,258
"(30.214388047605734, -97.7266003729999)",419
1630128493,419
"(30.21446985430102, -97.7041578272058)",258
1630128494,258
"(30.215111139864064, -97.75192812524352)",276
1630128530,276
"(30.21594574191126, -97.74487071059531)",276
1630128572,276
"(30.21656364142895, -97.74622601338334)",276
1630128618,276
"(30.216580342236174, -97.74355670786028)",276
1630128621,276
"(30.217064239122674, -97.75362542871486)",276
1630128642,276
"(30.21723494000896, -97.75064742252786)",276
1630128645,276
"(30.21935474022044, -97.74914751935917)",276
1630128708,276
"(30.220022440247526, -97.74880481863042)",276
1630128726,276
"(30.222398555394534, -97.69732841314882)",300
1630128768,300
"(30.22277843570548, -97.76267754740283)",183
1630128809,183
"(30.222755335115583, -97.76461565144878)",183
1630128827,183
"(30.223112735513894, -97.76317904844)",183
1630128830,183
"(30.223165660249194, -97.68053307928326)",300
1630128836,300
"(30.22322553483501, -97.76535685298381)",183
1630128856,183
"(30.223391360114864, -97.68090028001407)",300
1630128857,300
"(30.22379633512113, -97.76420765056801)",183
1630128868,183
"(30.224121534871355, -97.76490255201004)",183
1630128873,183
"(30.22475843439762, -97.7662126547293)",183
1630128887,183
"(30.224826334082735, -97.76721595682456)",183
1630128891,183
"(30.22484735942936, -97.68265078348898)",300
1630128898,300
"(30.225006053282403, -97.70342802543422)",298
1630128901,298
"(30.225230959419385, -97.68253028323619)",300
1630128910,300
"(30.22555883359552, -97.76853315955896)",183
1630128922,183
"(30.22595183329769, -97.7693585612751)",183
1630128932,183
"(30.226680233370246, -97.76884996019047)",183
1630128949,183
"(30.226654433307903, -97.76906306063708)",183
1630128961,183
"(30.226894833139916, -97.76952166159015)",183
1630128965,183
"(30.226956032847745, -97.77045196353596)",183
1630128966,183
"(30.22738463025295, -97.77873918091043)",183
1630128974,183
"(30.227487530185467, -97.77892028128826)",183
1630128978,183
"(30.229478227202364, -97.78785620005726)",97
1630129024,97
"(30.22960362721398, -97.78777259987726)",97
1630129026,97
"(30.229995326798637, -97.78897210239909)",97
1630129029,97
"(30.232045522785093, -97.80116272816333)",97
1630129038,97
"(30.233420124725907, -97.79441281380866)",97
1630129048,97
"(30.233839124478262, -97.79505861516452)",97
1630300484,97
"(30.233986124397983, -97.79526391559526)",97
1630300487,97
"(30.232156623033898, -97.80032252637572)",97
1630317333,97
"(30.234825824206954, -97.7955736162275)",97
1630317381,97
"(30.231889022793062, -97.80119392823399)",97
1630331425,97
"(30.232785422678692, -97.80123632829876)",97
1630331463,97
"(30.2321851255455, -97.79221900920052)",97
1630341309,97
"(30.231034425906678, -97.79147360765649)",97
1630343535,97
"(30.23506012280293, -97.80001092563185)",97
1630347594,97
"(30.234672114732884, -97.8259480810444)",366
1630854170,366
"(30.237730115102394, -97.82368707610111)",366
1630854195,366
"(30.265515924955032, -97.78186398637239)",450
1630854199,450
"(30.266060424458093, -97.78328258934322)",450
1630854201,450
"(30.190153136806767, -97.77125886621238)",445
1631283613,445
"(30.19077063668797, -97.77141516652387)",445
1631283625,445
"(30.1981263379613, -97.76453895195192)",17
1631283636,17
"(30.20125413829034, -97.7622967471903)",17
1631283646,17
"(30.201336038379793, -97.76197414651527)",17
1631283649,17
"(30.214021746776492, -97.72949987896145)",419
1631283689,419
"(30.21458374580743, -97.73250138511563)",419
1631283705,419
"(30.21473114579787, -97.7324763850602)",419
1631283707,419
"(30.215100944759264, -97.73577829184704)",419
1631283721,419
"(30.215233239759534, -97.75222542585735)",276
1631283725,276
"(30.216830740129026, -97.7504056220373)",276
1631283746,276
"(30.217093040149614, -97.75023842168335)",276
1631283749,276
"(30.217269139897347, -97.75100162326179)",276
1631283751,276
"(30.22421773981871, -97.74862451814064)",276
1631283815,276
"(30.228039729840365, -97.77983688320012)",183
1631283897,183
"(30.231171442850307, -97.73593639172687)",419
1631283926,419
"(30.234130540962745, -97.74106260221711)",419
1631283968,419
"(30.24061484144156, -97.73698519361882)",95
1631284022,95
"(30.241002941466494, -97.73675299312902)",95
1631284026,95
"(30.246570441452192, -97.73465618864803)",95
1631284081,95
"(30.26429443922742, -97.73523368931062)",281
1631496553,281
"(30.265509839221625, -97.73478348834668)",281
1631496556,281
"(30.272221339078918, -97.73266328377808)",14
1631496560,14
"(30.273416039093956, -97.73214988268532)",14
1631496563,14
"(30.279807539007304, -97.7299587779832)",14
1631496585,14
"(30.28114843904498, -97.72931087661043)",14
1631496602,14
"(30.281293239419075, -97.72799837391103)",14
1631496604,14
"(30.286423439706013, -97.72503196766516)",184
1631496618,184
"(30.286505839641787, -97.72521596803969)",184
1631496619,184
"(30.299786240609983, -97.7167342502627)",484
1631496629,484
"(30.30132284056588, -97.71627764928068)",484
1631496637,484
"(30.301720040831643, -97.71522004710943)",484
1631496644,484
"(30.31140194158851, -97.70881133373612)",116
1631496650,116
"(30.216620010905128, -97.84437932132418)",82
1631558539,82
"(30.21974701295065, -97.83685260495355)",167
1631558600,167
"(30.219908212895962, -97.83696840519926)",167
1631558603,167
"(30.220461113037754, -97.83632740379971)",167
1631558606,167
"(30.22062501298425, -97.83643860403534)",167
1631558608,167
"(30.23237052036621, -97.80880574441862)",263
1631558643,263
"(30.232961717144796, -97.81888396593747)",263
1631558646,263
"(30.24130231782501, -97.81372585466468)",366
1631558685,366
"(30.243724018855225, -97.80955524569191)",134
1631558700,134
"(30.25450969989116, -97.86576676683448)",271
1631558702,271
"(30.25048451922311, -97.80593153777335)",134
1631573140,134
"(30.25022991922932, -97.80600373793455)",134
1631573171,134
"(30.350803410900653, -97.79626321397316)",212
1631585313,212
"(30.295352207229634, -97.82828468422927)",112
1631591963,112
"(30.29607620724994, -97.82796148351069)",112
1631591968,112
"(30.235087404325483, -97.85858995171343)",71
1631657594,71
"(30.268248525814936, -97.7780415782497)",450
1632697110,450
"(30.269819026502738, -97.77520617224737)",450
1632697115,450
"(30.270054926441915, -97.77531737247355)",450
1632697116,450
"(30.27155572691477, -97.77320776800224)",268
1632697117,268
"(30.274697627114584, -97.77137666406797)",268
1632697120,268
"(30.275891127158353, -97.77078586279362)",268
1632697131,268
"(30.275969627068953, -97.7710500633445)",268
1632697133,268
"(30.276911527304943, -97.76992166095246)",268
1632697140,268
"(30.278919227629824, -97.76809945707701)",268
1632697147,268
"(30.279177327382218, -97.76881715857037)",268
1632697149,268
"(30.281553227886317, -97.76626415315766)",268
1632697161,268
"(30.285603628124964, -97.76395004819685)",155
1632697163,155
"(30.285797828019252, -97.7642257487663)",155
1632697165,155
"(30.286123828173945, -97.76359204743315)",155
1632697166,155
"(30.286219528055348, -97.76394744817198)",155
1632697170,155
"(30.24452985468659, -97.69089949953329)",123
1632774611,123
"(30.25047395352538, -97.69247140253104)",123
1632774615,123
"(30.25081045300941, -97.6940925057946)",123
1632774617,123
"(30.253309356749174, -97.68031967798947)",339
1632774619,339
"(30.261345551720638, -97.69426470582883)",492
1632774624,492
"(30.262972857697402, -97.67313596330779)",339
1632774625,339
"(30.329208148423856, -97.67813047117977)",12
1632774631,12
"(30.26434622402096, -97.78534029373192)",450
1632805773,450
"(30.264487023273315, -97.78772079874996)",450
1632805776,450
"(30.265511724632884, -97.7829159885877)",450
1632805796,450
"(30.26571712457948, -97.78301398878786)",450
1632805798,450
"(30.266042224791686, -97.78220168706738)",450
1632805799,450
"(30.214613945481563, -97.73357088731525)",419
1632811339,419
"(30.214657639823887, -97.7522317258861)",276
1632811340,276
"(30.300641828053582, -97.75849083633341)",266
1632823733,266
"(30.30066522816204, -97.75812213556496)",266
1632823742,266
"(30.310948927187336, -97.75744633382095)",266
1632823755,266
"(30.321376326678955, -97.75516102871873)",235
1632843113,235
"(30.334205225123167, -97.75544622887355)",235
1632843134,235
"(30.336884024783767, -97.75555472900642)",235
1632843171,235
"(30.35814582708499, -97.73962189525008)",290
1632925184,290
"(30.361209425099386, -97.74513110652383)",236
1632925192,236
"(30.361302425105556, -97.74507430640297)",236
1632925194,236
"(30.364060611231427, -97.79025970078999)",212
1632925212,212
"(30.365488027078474, -97.73678228912807)",290
1632925213,290
"(30.367979225217702, -97.74210510002102)",236
1632925214,236
"(30.36837632492769, -97.74293040171199)",236
1632925215,236
"(30.382810215000124, -97.7707151589813)",6
1632925217,6
"(30.38315181516777, -97.7700258575253)",6
1632925218,6
"(30.383424815133406, -97.77003685753806)",6
1632925219,6
"(30.391671721159373, -97.74661980847497)",368
1632925228,368
"(30.39235382106783, -97.74666460854178)",368
1632925232,368
"(30.438141029743203, -97.69864850844118)",478
1632937083,478
"(30.377440928197995, -97.72829247122647)",420
1634965441,420
"(30.377560528184596, -97.72829097121895)",420
1634965443,420
"(30.377561728223526, -97.7281578709457)",420
1634965445,420
"(30.38031422405644, -97.74123269776317)",420
1635532301,420
"(30.38057872409873, -97.74098639724467)",420
1635532311,420
"(30.250815319018297, -97.80647033891087)",134
1636166623,134
"(30.251776918676587, -97.80722074048083)",134
1636166626,134
"(30.251800718924667, -97.80641463876324)",134
1636166629,134
"(30.247073820266603, -97.80381103336097)",134
1636167959,134
"(30.25044081895215, -97.80681843966323)",134
1636167961,134
"(30.251032618846278, -97.8069445399144)",134
1636167966,134
"(30.247230620057262, -97.80442763466803)",134
1636167971,134
"(30.24698361986311, -97.80514143619409)",134
1636167975,134
"(30.247195219889953, -97.80497853584126)",134
1636167982,134
"(30.33205544058128, -97.70401302329074)",479
1636215115,479
"(30.29201322850046, -97.76028464034809)",155
1637364463,155
"(30.29241552850527, -97.76011623998428)",155
1637364465,155
"(30.29859373117581, -97.74889211645822)",497
1637364466,497
"(30.29904953101419, -97.74925601719784)",497
1637364467,497
"(30.35604127506521, -97.90870385842175)",178
1638177005,178
"(30.356666475285213, -97.90781255640925)",178
1638177008,178
"(30.369149079084785, -97.89175962025402)",110
1638177019,110
"(30.369298879052902, -97.89180872035722)",110
1638177023,110
"(30.37527957777731, -97.89377942450217)",110
1638177041,110
"(30.37536197774136, -97.89386422468712)",110
1638177045,110
"(30.376374778128675, -97.89230612119512)",110
1638177048,110
"(30.37645077815316, -97.89220352096494)",110
1638177050,110
"(30.376454178093702, -97.89238892137563)",110
1638177055,110
"(30.376537378117458, -97.8922861211447)",110
1638177056,110
"(30.376836578596695, -97.89068031757641)",110
1638177057,110
"(30.376944778595227, -97.89064811750104)",110
1638177058,110
"(30.380693680079006, -97.88470240421236)",110
1638177078,110
"(30.38075288001993, -97.88486830457649)",110
1638177079,110
"(30.344383375902627, -97.90999076171487)",178
1638217505,178
"(30.34440737592227, -97.90992196156031)",178
1638217514,178
"(30.344770775873588, -97.90995176161394)",178
1638217567,178
"(30.33603044078823, -97.70171051848351)",328
1638721875,328
"(30.34206112461653, -97.75413082586618)",118
1638721876,118
"(30.39352492085785, -97.74692020902637)",368
1638721878,368
"(30.393708320836662, -97.74692070902043)",368
1638721879,368
"(30.38719912194039, -97.7457150067715)",368
1643676339,368
"(30.112281336601093, -97.80029762925737)",306
1645066035,306
"(30.12279733475753, -97.80236063341825)",306
1645066039,306
"(30.48697581668122, -97.7243746587668)",159
1647986755,159
"(30.487329916888736, -97.72351245698553)",159
1647986761,159
"(30.487501717376706, -97.72174845336748)",159
1647986765,159
"(30.487626517097095, -97.72266985524755)",159
1647986769,159
"(30.487962417304136, -97.7218156534848)",159
1647986777,159
"(30.48840391607137, -97.72591856186816)",159
1647986783,159
"(30.489042116155407, -97.72537156071898)",159
1647986784,159
"(30.48939721640756, -97.72435415861882)",159
1647986785,159
"(30.489613716641877, -97.72345375676535)",159
1647986786,159
"(30.489694716240518, -97.72481485954962)",159
1647986787,159
"(30.489869716859346, -97.72259555499724)",159
1647986788,159
"(30.490337716470336, -97.72375915735897)",159
1647986793,159
"(30.490736016377372, -97.7239223576757)",159
1647986794,159
"(30.490995216600215, -97.72304415586612)",159
1647986797,159
"(30.49132151612044, -97.72457975899655)",159
1647986800,159
"(30.49188771622092, -97.724003857792)",159
1647986802,159
"(30.439484266215622, -97.90836925441879)",330
1650982735,330
"(30.44077166523082, -97.91102836030429)",330
1650982747,330
"(30.455538590057966, -97.82620487378517)",326
1650982808,326
"(30.460454885552753, -97.83916400150494)",24
1650982828,24
"(30.489055139046556, -97.97639100649246)",260
1651033304,260
"(30.49589033748225, -97.97900841221143)",260
1651033331,260
"(30.512009666889103, -97.88137999136137)",438
1651042211,438
"(30.279727632857625, -97.75051362042018)",88
1651050287,88
"(30.27936673288133, -97.75057272055405)",88
1651050304,88
"(30.33448732711733, -97.74866851479408)",235
1651063538,235
"(30.334526926243626, -97.75157832082765)",235
1651065932,235
"(30.33489412588898, -97.75262362298493)",235
1651065951,235
"(30.336355224697815, -97.75604403004226)",235
1651065963,235
"(30.33686122466639, -97.75595542984044)",235
1651065967,235
"(30.361197625393288, -97.74414510448462)",236
1652016872,236
"(30.36043792685046, -97.7395221949617)",290
1652016873,290
"(30.361199425256213, -97.74460650543891)",236
1652016874,236
"(30.3479206578462, -97.9640035837825)",303
1652329541,303
"(30.39094687843428, -97.88638140753014)",459
1652329581,459
"(30.13142486273275, -98.01561890962378)",138
1652351971,138
"(30.13146026252071, -98.0162126110157)",138
1652351972,138
"(30.1928422873081, -97.9248166995873)",247
1652352127,247
"(30.1960271877335, -97.92250919431712)",247
1652352130,247
"(30.198103187949226, -97.92118809129542)",247
1652352133,247
"(30.20109068826106, -97.91927998693407)",247
1652352134,247
"(30.209386692435142, -97.9039181523655)",163
1652352160,163
"(30.214379094333157, -97.89647723568069)",163
1652352185,163
"(30.22006859463312, -97.89366822929266)",163
1652352196,163
"(30.221033094687503, -97.8931804281846)",163
1652352198,163
"(30.224192694947657, -97.89132892399434)",163
1652352201,163
"(30.00754685233021, -98.07955146383551)",467
1652384807,467
"(30.01277796452372, -98.04471308032767)",126
1652384879,126
"(30.015794556302733, -98.06646893224236)",126
1652384903,126
"(30.015816054741535, -98.07072804247338)",126
1652384904,126
"(30.394540490854858, -97.84555181801313)",338
1652458391,338
"(30.265658533900325, -97.75241882480708)",411
1652486051,411
"(30.271940039485283, -97.73141208121359)",14
1652486055,14
"(30.27151043162586, -97.7577188356466)",411
1652511438,411
"(30.2268142387669, -97.75110472321168)",276
1652620995,276
"(30.229374437634053, -97.7538641288694)",276
1652621075,276
"(30.230700436966774, -97.75555753235182)",393
1652621122,393
"(30.23131783646576, -97.75697123527493)",393
1652621189,393
"(30.232371236173744, -97.75753323641472)",393
1652621304,393
"(30.232586636122072, -97.75762173659278)",393
1652621328,393
"(30.23306353591987, -97.75810613758762)",393
1652621374,393
"(30.31616183373343, -97.73354108417486)",269
1653713185,269
"(30.439925223840294, -98.03716555058642)",172
1653917152,172
"(30.436709722062492, -98.04335136539243)",172
1653917165,172
"(30.437395322207358, -98.042722863871)",172
1653917171,172
"(30.522363291882954, -97.79535890502612)",372
1656390711,372
"(30.263808935577526, -97.7475662147991)",411
1658567970,411
"(30.26382353553553, -97.74770001507586)",411
1658567971,411
"(30.263871735958926, -97.74627661212651)",411
1658568084,411
"(30.26583252484906, -97.7820922868434)",450
1663227845,450
"(30.243061254981622, -97.6904836987373)",123
1665110502,123
"(30.277111427124932, -97.77043826202787)",268
1665139705,268
"(30.27722192714408, -97.77033386180581)",268
1665139720,268
"(30.407421319821378, -97.74502770457342)",151
1665334307,151
"(30.433882509648484, -97.7691909537923)",207
1665334308,207
"(30.41945111782787, -97.74710940840882)",151
1665334310,151
"(30.448255601650228, -97.79054389810048)",464
1665334311,464
"(30.407450719728956, -97.74532980519734)",151
1665334313,151
"(30.435156508928063, -97.77112765779441)",207
1665334315,207
"(30.418582317976558, -97.74694280809831)",151
1665334316,151
"(30.448345301745206, -97.79019329735591)",464
1665334317,464
"(30.418616718059347, -97.74664830748719)",151
1665334319,151
"(30.43403720973461, -97.76884185305565)",207
1665334321,207
"(30.434921008903537, -97.77130005816505)",207
1665334322,207
"(30.419506317907448, -97.7468176078024)",151
1665334323,151
"(30.418457717915313, -97.7471993086344)",151
1665334324,151
"(30.30980764119203, -97.71079443782453)",116
1666192972,116
"(30.309157541540557, -97.70986633595676)",116
1666193002,116
"(30.308732141814676, -97.70910223441598)",116
1666197558,116
"(30.384737526235835, -97.73210327878355)",420
1668232645,420
"(30.38590542825636, -97.72475196364864)",79
1668232657,79
"(30.473313796264158, -97.79911501518457)",424
1674200195,424
"(30.47328809624923, -97.79917441531168)",424
1674200196,424
"(30.472569496435153, -97.79882321459772)",424
1674200199,424
"(30.472757496491944, -97.7985634140385)",424
1674200203,424
"(30.47345729635472, -97.79875931442375)",424
1674200205,424
"(30.472679696508795, -97.79853631398441)",424
1674200206,424
"(30.47343069633252, -97.7988433146031)",424
1674200207,424
"(30.47602979550892, -97.80061771825599)",197
1674200209,197
"(30.55081320061043, -97.75465241830929)",354
1684133083,354
"(30.550789600529903, -97.75493961890707)",354
1684133096,354
"(30.551064800571055, -97.75468941837413)",354
1684133098,354
"(30.4108341293565, -97.71103633467693)",488
1685229840,488
"(30.409972129530985, -97.71077993418854)",488
1685229906,488
"(30.33115022515402, -97.7565112311937)",235
1693513926,235
"(30.330188425854182, -97.75454262713349)",235
1693513946,235
"(30.25767255442529, -97.68651069030285)",339
1701805999,339
"(30.257453854585048, -97.68605268938764)",339
1701806003,339
"(30.25800675418113, -97.68721049170168)",339
1701806006,339
"(30.167472732627004, -97.79303711262864)",323
1701873284,323
"(30.165443130310337, -97.80116172990255)",323
1701875080,323
"(30.160081134450238, -97.7898902061517)",209
1701878301,209
"(30.163224730679424, -97.8007855291567)",323
1701878310,323
"(30.150900031627142, -97.80220453246122)",30
1701889303,30
"(30.313092832787518, -97.73791359328466)",269
1701898073,269
"(30.31349803281883, -97.73765129273033)",269
1701898074,269
"(30.163339631378655, -97.79851712433904)",323
1701902224,323
"(30.165964431297706, -97.7978277228137)",323
1701902760,323
"(30.16355223181712, -97.79704262120691)",323
1701904080,323
"(30.16387983134313, -97.79843552415298)",323
1701904812,323
"(30.222359611929765, -97.83915360985418)",433
1702542093,433
"(30.479222444337637, -97.62935856876332)",229
1703720777,229
"(30.474280245213276, -97.62832326694665)",229
1703798002,229
"(30.475551645131972, -97.62806576638862)",229
1703798038,229
"(30.479462843739405, -97.63142927281052)",229
1703805695,229
"(30.47900004382937, -97.63130327258331)",229
1703805698,229
"(30.152103672592453, -97.98106602876656)",469
1704037561,469
"(30.152359972773628, -97.98046132736494)",469
1704037563,469
"(30.150424473886144, -97.97781482130442)",469
1704053649,469
"(30.141759769080632, -97.9943571597752)",469
1704094347,469
"(30.07179830978047, -97.57218537089801)",383
1705355868,383
"(30.071561409660966, -97.57270947190153)",383
1705355870,383
"(30.07071261014762, -97.5713628693518)",383
1705359933,383
"(30.07104680963933, -97.57300927248296)",383
1705359959,383
"(30.072397909741397, -97.572062370652)",383
1705359968,383
"(30.0716718093609, -97.5737187738238)",383
1705359972,383
"(30.071824410036122, -97.57127246915815)",383
1705359983,383
"(30.072715609233263, -97.57371517379674)",383
1705359985,383
"(30.305490434835903, -97.73398288543723)",220
1705410697,220
"(30.153005771628163, -97.6701218602445)",107
1714921833,107
"(30.152319471612994, -97.67045036091689)",107
1714921843,107
"(30.15316537144659, -97.67067366134289)",107
1714921903,107
"(30.21001976663334, -97.66402204663379)",174
1714943802,174
"(30.164594163580453, -97.69266910523712)",233
1714943806,233
"(30.209940866636945, -97.66404194667557)",174
1714943810,174
"(30.209871066606905, -97.6641735469395)",174
1714943814,174
"(30.20997516649218, -97.66452484763643)",174
1714943817,174
"(30.163908963749144, -97.69237360465729)",233
1714943860,233
"(30.26547093926683, -97.73464758806803)",281
1723803563,281
"(30.280379329509675, -97.76135214294095)",268
1728557121,268
"(30.300611040921662, -97.715352647416)",484
1728596468,484
"(30.55032708200567, -97.81801855194033)",47
1730519589,47
"(30.550202681712246, -97.81904515414365)",47
1730519627,47
"(30.569677947532757, -97.92353308238677)",375
1730807431,375
"(30.54432725542214, -97.9069968466236)",165
1730894219,165
"(30.529835961918298, -97.89117301215867)",352
1730894253,352
"(30.536828159503816, -97.89650732364932)",352
1730894259,352
"(30.54062875764694, -97.90114953378016)",165
1730894305,165
"(30.54460785597389, -97.90513794246627)",165
1730894309,165
"(30.542317757442035, -97.90122573386803)",165
1730894339,165
"(30.535793159805724, -97.89589582234194)",352
1730894381,352
